Date,HistVol  ,Datetime
1564020000000,97.03,25-Jul-19 02:00
1564016400000,97.13,25-Jul-19 01:00
1564012800000,97.14,25-Jul-19 00:00
1564009200000,97.06,24-Jul-19 23:00
1564005600000,97.1,24-Jul-19 22:00
1564002000000,97.18,24-Jul-19 21:00
1563998400000,97.2,24-Jul-19 20:00
1563994800000,97.21,24-Jul-19 19:00
1563991200000,97.19,24-Jul-19 18:00
1563987600000,96.84,24-Jul-19 17:00
1563984000000,96.73,24-Jul-19 16:00
1563980400000,96.66,24-Jul-19 15:00
1563976800000,96.7,24-Jul-19 14:00
1563973200000,96.67,24-Jul-19 13:00
1563969600000,96.68,24-Jul-19 12:00
1563966000000,97.07,24-Jul-19 11:00
1563962400000,97.1,24-Jul-19 10:00
1563958800000,97.16,24-Jul-19 09:00
1563955200000,97.19,24-Jul-19 08:00
1563951600000,97.16,24-Jul-19 07:00
1563948000000,97.15,24-Jul-19 06:00
1563944400000,97.12,24-Jul-19 05:00
1563940800000,97.12,24-Jul-19 04:00
1563937200000,97.76,24-Jul-19 03:00
1563933600000,97.82,24-Jul-19 02:00
1563930000000,97.32,24-Jul-19 01:00
1563926400000,96.8,24-Jul-19 00:00
1563922800000,96.85,23-Jul-19 23:00
1563919200000,96.81,23-Jul-19 22:00
1563915600000,96.98,23-Jul-19 21:00
1563912000000,97.19,23-Jul-19 20:00
1563908400000,97.08,23-Jul-19 19:00
1563904800000,97.08,23-Jul-19 18:00
1563901200000,97.09,23-Jul-19 17:00
1563897600000,97.08,23-Jul-19 16:00
1563894000000,97.08,23-Jul-19 15:00
1563890400000,97.04,23-Jul-19 14:00
1563886800000,97.04,23-Jul-19 13:00
1563883200000,97.01,23-Jul-19 12:00
1563879600000,97.02,23-Jul-19 11:00
1563876000000,98.41,23-Jul-19 10:00
1563872400000,98.37,23-Jul-19 09:00
1563868800000,98.37,23-Jul-19 08:00
1563865200000,98.26,23-Jul-19 07:00
1563861600000,98.25,23-Jul-19 06:00
1563858000000,98.24,23-Jul-19 05:00
1563854400000,98.24,23-Jul-19 04:00
1563850800000,98.24,23-Jul-19 03:00
1563847200000,98.23,23-Jul-19 02:00
1563843600000,98.2,23-Jul-19 01:00
1563840000000,98.21,23-Jul-19 00:00
1563836400000,98.21,22-Jul-19 23:00
1563832800000,98.17,22-Jul-19 22:00
1563829200000,98.16,22-Jul-19 21:00
1563825600000,98.13,22-Jul-19 20:00
1563822000000,98.35,22-Jul-19 19:00
1563818400000,98.41,22-Jul-19 18:00
1563814800000,98.59,22-Jul-19 17:00
1563811200000,98.29,22-Jul-19 16:00
1563807600000,98.2,22-Jul-19 15:00
1563804000000,98.19,22-Jul-19 14:00
1563800400000,98.25,22-Jul-19 13:00
1563796800000,98.28,22-Jul-19 12:00
1563793200000,98.28,22-Jul-19 11:00
1563789600000,98.22,22-Jul-19 10:00
1563786000000,98.22,22-Jul-19 09:00
1563782400000,98.22,22-Jul-19 08:00
1563778800000,98.21,22-Jul-19 07:00
1563775200000,98.23,22-Jul-19 06:00
1563771600000,98.23,22-Jul-19 05:00
1563768000000,98.24,22-Jul-19 04:00
1563764400000,98.24,22-Jul-19 03:00
1563760800000,98.23,22-Jul-19 02:00
1563757200000,98.21,22-Jul-19 01:00
1563753600000,98.23,22-Jul-19 00:00
1563750000000,98.32,21-Jul-19 23:00
1563746400000,98.68,21-Jul-19 22:00
1563742800000,98.67,21-Jul-19 21:00
1563739200000,98.7,21-Jul-19 20:00
1563735600000,98.64,21-Jul-19 19:00
1563732000000,98.64,21-Jul-19 18:00
1563728400000,98.69,21-Jul-19 17:00
1563724800000,98.81,21-Jul-19 16:00
1563721200000,98.74,21-Jul-19 15:00
1563717600000,98.74,21-Jul-19 14:00
1563714000000,98.74,21-Jul-19 13:00
1563710400000,98.75,21-Jul-19 12:00
1563706800000,98.61,21-Jul-19 11:00
1563703200000,98.58,21-Jul-19 10:00
1563699600000,98.6,21-Jul-19 09:00
1563696000000,98.6,21-Jul-19 08:00
1563692400000,98.6,21-Jul-19 07:00
1563688800000,98.66,21-Jul-19 06:00
1563685200000,98.84,21-Jul-19 05:00
1563681600000,98.74,21-Jul-19 04:00
1563678000000,98.64,21-Jul-19 03:00
1563674400000,98.68,21-Jul-19 02:00
1563670800000,99.52,21-Jul-19 01:00
1563667200000,99.53,21-Jul-19 00:00
1563663600000,99.52,20-Jul-19 23:00
1563660000000,99.55,20-Jul-19 22:00
1563656400000,100.07,20-Jul-19 21:00
1563652800000,100.07,20-Jul-19 20:00
1563649200000,100.08,20-Jul-19 19:00
1563645600000,99.48,20-Jul-19 18:00
1563642000000,99.5,20-Jul-19 17:00
1563638400000,99.49,20-Jul-19 16:00
1563634800000,99.62,20-Jul-19 15:00
1563631200000,99.62,20-Jul-19 14:00
1563627600000,99.66,20-Jul-19 13:00
1563624000000,99.63,20-Jul-19 12:00
1563620400000,99.86,20-Jul-19 11:00
1563616800000,100.12,20-Jul-19 10:00
1563613200000,100.11,20-Jul-19 09:00
1563609600000,100.44,20-Jul-19 08:00
1563606000000,100.55,20-Jul-19 07:00
1563602400000,100.54,20-Jul-19 06:00
1563598800000,100.54,20-Jul-19 05:00
1563595200000,100.57,20-Jul-19 04:00
1563591600000,100.55,20-Jul-19 03:00
1563588000000,100.5,20-Jul-19 02:00
1563584400000,100.58,20-Jul-19 01:00
1563580800000,102.18,20-Jul-19 00:00
1563577200000,102.18,19-Jul-19 23:00
1563573600000,102.14,19-Jul-19 22:00
1563570000000,102.32,19-Jul-19 21:00
1563566400000,102.33,19-Jul-19 20:00
1563562800000,102.33,19-Jul-19 19:00
1563559200000,102.37,19-Jul-19 18:00
1563555600000,102.45,19-Jul-19 17:00
1563552000000,102.44,19-Jul-19 16:00
1563548400000,102.42,19-Jul-19 15:00
1563544800000,102.09,19-Jul-19 14:00
1563541200000,101.9,19-Jul-19 13:00
1563537600000,101.94,19-Jul-19 12:00
1563534000000,101.99,19-Jul-19 11:00
1563530400000,101.77,19-Jul-19 10:00
1563526800000,101.78,19-Jul-19 09:00
1563523200000,101.79,19-Jul-19 08:00
1563519600000,101.81,19-Jul-19 07:00
1563516000000,101.87,19-Jul-19 06:00
1563512400000,101.93,19-Jul-19 05:00
1563508800000,101.93,19-Jul-19 04:00
1563505200000,101.93,19-Jul-19 03:00
1563501600000,101.93,19-Jul-19 02:00
1563498000000,101.93,19-Jul-19 01:00
1563494400000,102.35,19-Jul-19 00:00
1563490800000,103.24,18-Jul-19 23:00
1563487200000,103.26,18-Jul-19 22:00
1563483600000,103.28,18-Jul-19 21:00
1563480000000,103.38,18-Jul-19 20:00
1563476400000,103.49,18-Jul-19 19:00
1563472800000,103.54,18-Jul-19 18:00
1563469200000,103.27,18-Jul-19 17:00
1563465600000,98,18-Jul-19 16:00
1562652000000,117.23,09-Jul-19 06:00
1562648400000,117.25,09-Jul-19 05:00
1562644800000,117.24,09-Jul-19 04:00
1562641200000,116.7,09-Jul-19 03:00
1562637600000,116.66,09-Jul-19 02:00
1562634000000,116.78,09-Jul-19 01:00
1562630400000,116.87,09-Jul-19 00:00
1562626800000,117.13,08-Jul-19 23:00
1562623200000,117.15,08-Jul-19 22:00
1562619600000,117.04,08-Jul-19 21:00
1562616000000,117.08,08-Jul-19 20:00
1562612400000,117.11,08-Jul-19 19:00
1562608800000,117.1,08-Jul-19 18:00
1562605200000,117.08,08-Jul-19 17:00
1562601600000,117.09,08-Jul-19 16:00
1562598000000,117.12,08-Jul-19 15:00
1562594400000,117.15,08-Jul-19 14:00
1562590800000,117.21,08-Jul-19 13:00
1562587200000,117.21,08-Jul-19 12:00
1562583600000,117.23,08-Jul-19 11:00
1562580000000,116.09,08-Jul-19 10:00
1562576400000,116.1,08-Jul-19 09:00
1562572800000,116.11,08-Jul-19 08:00
1562569200000,116.11,08-Jul-19 07:00
1562565600000,116.11,08-Jul-19 06:00
1562562000000,116.09,08-Jul-19 05:00
1562558400000,116.12,08-Jul-19 04:00
1562554800000,116.15,08-Jul-19 03:00
1562551200000,116.15,08-Jul-19 02:00
1562547600000,116.29,08-Jul-19 01:00
1562544000000,116.65,08-Jul-19 00:00
1562540400000,116.76,07-Jul-19 23:00
1562536800000,116.79,07-Jul-19 22:00
1562533200000,116.79,07-Jul-19 21:00
1562529600000,116.85,07-Jul-19 20:00
1562526000000,116.79,07-Jul-19 19:00
1562522400000,116.75,07-Jul-19 18:00
1562518800000,116.79,07-Jul-19 17:00
1562515200000,116.93,07-Jul-19 16:00
1562511600000,117.31,07-Jul-19 15:00
1562508000000,117.34,07-Jul-19 14:00
1562504400000,117.53,07-Jul-19 13:00
1562500800000,117.5,07-Jul-19 12:00
1562497200000,117.56,07-Jul-19 11:00
1562493600000,117.62,07-Jul-19 10:00
1562490000000,117.62,07-Jul-19 09:00
1562486400000,117.62,07-Jul-19 08:00
1562482800000,117.61,07-Jul-19 07:00
1562479200000,117.66,07-Jul-19 06:00
1562475600000,117.81,07-Jul-19 05:00
1562472000000,117.94,07-Jul-19 04:00
1562468400000,118.85,07-Jul-19 03:00
1562464800000,119.13,07-Jul-19 02:00
1562461200000,119.32,07-Jul-19 01:00
1562457600000,119.47,07-Jul-19 00:00
1562454000000,119.4,06-Jul-19 23:00
1562450400000,119.02,06-Jul-19 22:00
1562446800000,119.02,06-Jul-19 21:00
1562443200000,118.99,06-Jul-19 20:00
1562439600000,118.99,06-Jul-19 19:00
1562436000000,119,06-Jul-19 18:00
1562432400000,118.98,06-Jul-19 17:00
1562428800000,118.84,06-Jul-19 16:00
1562425200000,118.85,06-Jul-19 15:00
1562421600000,118.85,06-Jul-19 14:00
1562418000000,118.85,06-Jul-19 13:00
1562414400000,118.84,06-Jul-19 12:00
1562410800000,118.85,06-Jul-19 11:00
1562407200000,118.84,06-Jul-19 10:00
1562403600000,118.82,06-Jul-19 09:00
1562400000000,118.82,06-Jul-19 08:00
1562396400000,118.82,06-Jul-19 07:00
1562392800000,118.77,06-Jul-19 06:00
1562389200000,118.63,06-Jul-19 05:00
1562385600000,118.64,06-Jul-19 04:00
1562382000000,118.68,06-Jul-19 03:00
1562378400000,118.79,06-Jul-19 02:00
1562374800000,117.88,06-Jul-19 01:00
1562371200000,117.87,06-Jul-19 00:00
1562367600000,117.87,05-Jul-19 23:00
1562364000000,117.85,05-Jul-19 22:00
1562360400000,117.54,05-Jul-19 21:00
1562356800000,117.57,05-Jul-19 20:00
1562353200000,117.58,05-Jul-19 19:00
1562349600000,117.61,05-Jul-19 18:00
1562346000000,117.55,05-Jul-19 17:00
1562342400000,117.56,05-Jul-19 16:00
1562338800000,117.46,05-Jul-19 15:00
1562335200000,117.49,05-Jul-19 14:00
1562331600000,117.45,05-Jul-19 13:00
1562328000000,117.45,05-Jul-19 12:00
1562324400000,117.25,05-Jul-19 11:00
1562320800000,117.02,05-Jul-19 10:00
1562317200000,117.04,05-Jul-19 09:00
1562313600000,116.75,05-Jul-19 08:00
1562310000000,116.66,05-Jul-19 07:00
1562306400000,116.64,05-Jul-19 06:00
1562302800000,116.65,05-Jul-19 05:00
1562299200000,116.64,05-Jul-19 04:00
1562295600000,116.65,05-Jul-19 03:00
1562292000000,116.62,05-Jul-19 02:00
1562288400000,116.56,05-Jul-19 01:00
1562284800000,115.16,05-Jul-19 00:00
1562281200000,115.29,04-Jul-19 23:00
1562277600000,115.29,04-Jul-19 22:00
1562274000000,115.1,04-Jul-19 21:00
1562270400000,115.09,04-Jul-19 20:00
1562266800000,115.09,04-Jul-19 19:00
1562263200000,115.03,04-Jul-19 18:00
1562259600000,114.97,04-Jul-19 17:00
1562256000000,114.97,04-Jul-19 16:00
1562252400000,114.97,04-Jul-19 15:00
1562248800000,114.94,04-Jul-19 14:00
1562245200000,114.87,04-Jul-19 13:00
1562241600000,114.83,04-Jul-19 12:00
1562238000000,114.79,04-Jul-19 11:00
1562234400000,114.81,04-Jul-19 10:00
1562230800000,114.79,04-Jul-19 09:00
1562227200000,114.79,04-Jul-19 08:00
1562223600000,114.76,04-Jul-19 07:00
1562220000000,114.67,04-Jul-19 06:00
1562216400000,114.6,04-Jul-19 05:00
1562212800000,114.6,04-Jul-19 04:00
1562209200000,114.59,04-Jul-19 03:00
1562205600000,114.65,04-Jul-19 02:00
1562202000000,114.69,04-Jul-19 01:00
1562198400000,114.26,04-Jul-19 00:00
1562194800000,113.52,03-Jul-19 23:00
1562191200000,113.51,03-Jul-19 22:00
1562187600000,113.48,03-Jul-19 21:00
1562184000000,113.39,03-Jul-19 20:00
1562180400000,113.31,03-Jul-19 19:00
1562176800000,113.27,03-Jul-19 18:00
1562173200000,113.23,03-Jul-19 17:00
1562169600000,113.27,03-Jul-19 16:00
1562166000000,113.28,03-Jul-19 15:00
1562162400000,113.21,03-Jul-19 14:00
1562158800000,113.24,03-Jul-19 13:00
1562155200000,113.19,03-Jul-19 12:00
1562151600000,112.57,03-Jul-19 11:00
1562148000000,112.43,03-Jul-19 10:00
1562144400000,112.19,03-Jul-19 09:00
1562140800000,112.21,03-Jul-19 08:00
1562137200000,112.22,03-Jul-19 07:00
1562133600000,112.13,03-Jul-19 06:00
1562130000000,112.07,03-Jul-19 05:00
1562126400000,112.06,03-Jul-19 04:00
1562122800000,112.04,03-Jul-19 03:00
1562119200000,111.59,03-Jul-19 02:00
1562115600000,110.6,03-Jul-19 01:00
1562112000000,110.6,03-Jul-19 00:00
1562108400000,110.53,02-Jul-19 23:00
1562104800000,110.26,02-Jul-19 22:00
1562101200000,110.23,02-Jul-19 21:00
1562097600000,110.09,02-Jul-19 20:00
1562094000000,110.08,02-Jul-19 19:00
1562090400000,109.93,02-Jul-19 18:00
1562086800000,109.98,02-Jul-19 17:00
1562083200000,109.21,02-Jul-19 16:00
1562079600000,108.63,02-Jul-19 15:00
1562076000000,108.51,02-Jul-19 14:00
1562072400000,108.1,02-Jul-19 13:00
1562068800000,107.58,02-Jul-19 12:00
1562065200000,107.45,02-Jul-19 11:00
1562061600000,106.89,02-Jul-19 10:00
1562058000000,106.65,02-Jul-19 09:00
1562054400000,106.62,02-Jul-19 08:00
1562050800000,106.62,02-Jul-19 07:00
1562047200000,106.17,02-Jul-19 06:00
1562043600000,105.51,02-Jul-19 05:00
1562040000000,105.52,02-Jul-19 04:00
1562036400000,105.51,02-Jul-19 03:00
1562032800000,105.11,02-Jul-19 02:00
1562029200000,105.16,02-Jul-19 01:00
1562025600000,105.1,02-Jul-19 00:00
1562022000000,105.12,01-Jul-19 23:00
1562018400000,105.01,01-Jul-19 22:00
1562014800000,104.5,01-Jul-19 21:00
1562011200000,104.44,01-Jul-19 20:00
1562007600000,104.45,01-Jul-19 19:00
1562004000000,104.46,01-Jul-19 18:00
1562000400000,104.17,01-Jul-19 17:00
1561996800000,103.07,01-Jul-19 16:00
1561993200000,103.2,01-Jul-19 15:00
1561989600000,103.07,01-Jul-19 14:00
1561986000000,102.72,01-Jul-19 13:00
1561982400000,102.71,01-Jul-19 12:00
1561978800000,102.63,01-Jul-19 11:00
1561975200000,103.13,01-Jul-19 10:00
1561971600000,103.07,01-Jul-19 09:00
1561968000000,103.02,01-Jul-19 08:00
1561964400000,103.09,01-Jul-19 07:00
1561960800000,103.54,01-Jul-19 06:00
1561957200000,103.56,01-Jul-19 05:00
1561953600000,103.39,01-Jul-19 04:00
1561950000000,103.44,01-Jul-19 03:00
1561946400000,103.46,01-Jul-19 02:00
1561942800000,103.47,01-Jul-19 01:00
1561939200000,103,01-Jul-19 00:00
1561935600000,102.44,30-Jun-19 23:00
1561932000000,102.38,30-Jun-19 22:00
1561928400000,102.33,30-Jun-19 21:00
1561924800000,102.32,30-Jun-19 20:00
1561921200000,102.3,30-Jun-19 19:00
1561917600000,101.82,30-Jun-19 18:00
1561914000000,101.86,30-Jun-19 17:00
1561910400000,101.95,30-Jun-19 16:00
1561906800000,100.76,30-Jun-19 15:00
1561903200000,100.65,30-Jun-19 14:00
1561899600000,100.65,30-Jun-19 13:00
1561896000000,100.62,30-Jun-19 12:00
1561892400000,100.28,30-Jun-19 11:00
1561888800000,100.28,30-Jun-19 10:00
1561885200000,100.28,30-Jun-19 09:00
1561881600000,99.92,30-Jun-19 08:00
1561878000000,99.92,30-Jun-19 07:00
1561874400000,99.88,30-Jun-19 06:00
1561870800000,99.87,30-Jun-19 05:00
1561867200000,99.86,30-Jun-19 04:00
1561863600000,99.86,30-Jun-19 03:00
1561860000000,99.87,30-Jun-19 02:00
1561856400000,99.83,30-Jun-19 01:00
1561852800000,99.83,30-Jun-19 00:00
1561849200000,99.85,29-Jun-19 23:00
1561845600000,100.2,29-Jun-19 22:00
1561842000000,100.17,29-Jun-19 21:00
1561838400000,100.15,29-Jun-19 20:00
1561834800000,100,29-Jun-19 19:00
1561831200000,99.97,29-Jun-19 18:00
1561827600000,99.68,29-Jun-19 17:00
1561824000000,99.68,29-Jun-19 16:00
1561820400000,99.59,29-Jun-19 15:00
1561816800000,99.68,29-Jun-19 14:00
1561813200000,99.43,29-Jun-19 13:00
1561809600000,99.26,29-Jun-19 12:00
1561806000000,99.26,29-Jun-19 11:00
1561802400000,99.19,29-Jun-19 10:00
1561798800000,99.22,29-Jun-19 09:00
1561795200000,99.14,29-Jun-19 08:00
1561791600000,99.07,29-Jun-19 07:00
1561788000000,99.04,29-Jun-19 06:00
1561784400000,98.9,29-Jun-19 05:00
1561780800000,98.86,29-Jun-19 04:00
1561777200000,96.26,29-Jun-19 03:00
1561773600000,96.26,29-Jun-19 02:00
1561770000000,96.21,29-Jun-19 01:00
1561766400000,96.16,29-Jun-19 00:00
1561762800000,96.16,28-Jun-19 23:00
1561759200000,96.17,28-Jun-19 22:00
1561755600000,96.15,28-Jun-19 21:00
1561752000000,95.37,28-Jun-19 20:00
1561748400000,95.36,28-Jun-19 19:00
1561744800000,95.35,28-Jun-19 18:00
1561741200000,95.34,28-Jun-19 17:00
1561737600000,95.25,28-Jun-19 16:00
1561734000000,95.21,28-Jun-19 15:00
1561730400000,95.17,28-Jun-19 14:00
1561726800000,95.09,28-Jun-19 13:00
1561723200000,95.07,28-Jun-19 12:00
1561719600000,95.07,28-Jun-19 11:00
1561716000000,93.84,28-Jun-19 10:00
1561712400000,93.75,28-Jun-19 09:00
1561708800000,93.73,28-Jun-19 08:00
1561705200000,92.3,28-Jun-19 07:00
1561701600000,92.23,28-Jun-19 06:00
1561698000000,92.21,28-Jun-19 05:00
1561694400000,91.77,28-Jun-19 04:00
1561690800000,91.27,28-Jun-19 03:00
1561687200000,91.1,28-Jun-19 02:00
1561683600000,90.94,28-Jun-19 01:00
1561680000000,90.5,28-Jun-19 00:00
1561676400000,89.61,27-Jun-19 23:00
1561672800000,89.56,27-Jun-19 22:00
1561672800000,89.57,27-Jun-19 22:00
1561669200000,89.13,27-Jun-19 21:00
1561669200000,89.12,27-Jun-19 21:00
1561665600000,88.98,27-Jun-19 20:00
1561665600000,88.97,27-Jun-19 20:00
1561662000000,88.48,27-Jun-19 19:00
1561662000000,88.5,27-Jun-19 19:00
1561658400000,85.77,27-Jun-19 18:00
1561658400000,85.79,27-Jun-19 18:00
1561654800000,83.32,27-Jun-19 17:00
1561654800000,83.85,27-Jun-19 17:00
1561651200000,83.85,27-Jun-19 16:00
1561647600000,83.85,27-Jun-19 15:00
1561647600000,83.84,27-Jun-19 15:00
1561644000000,83.18,27-Jun-19 14:00
1561640400000,83.18,27-Jun-19 13:00
1561636800000,83.11,27-Jun-19 12:00
1561636800000,83.18,27-Jun-19 12:00
1561633200000,82.69,27-Jun-19 11:00
1561633200000,82.72,27-Jun-19 11:00
1561629600000,80.05,27-Jun-19 10:00
1561629600000,80.04,27-Jun-19 10:00
1561626000000,79.52,27-Jun-19 09:00
1561622400000,79.43,27-Jun-19 08:00
1561622400000,79.42,27-Jun-19 08:00
1561618800000,78.72,27-Jun-19 07:00
1561615200000,78.42,27-Jun-19 06:00
1561615200000,78.43,27-Jun-19 06:00
1561611600000,78.08,27-Jun-19 05:00
1561611600000,78.32,27-Jun-19 05:00
1561608000000,78.3,27-Jun-19 04:00
1561608000000,78.36,27-Jun-19 04:00
1561604400000,77.9,27-Jun-19 03:00
1561604400000,77.92,27-Jun-19 03:00
1561600800000,77.2,27-Jun-19 02:00
1561600800000,77.24,27-Jun-19 02:00
1561597200000,75.8,27-Jun-19 01:00
1561593600000,74.3,27-Jun-19 00:00
1561593600000,74.29,27-Jun-19 00:00
1561590000000,74.19,26-Jun-19 23:00
1561590000000,74.18,26-Jun-19 23:00
1561586400000,65.02,26-Jun-19 22:00
1561586400000,65.01,26-Jun-19 22:00
1561582800000,61.89,26-Jun-19 21:00
1561579200000,61.62,26-Jun-19 20:00
1561575600000,61.07,26-Jun-19 19:00
1561575600000,61.06,26-Jun-19 19:00
1561572000000,60.61,26-Jun-19 18:00
1561568400000,59.41,26-Jun-19 17:00
1561568400000,59.42,26-Jun-19 17:00
1561564800000,59.39,26-Jun-19 16:00
1561561200000,59.38,26-Jun-19 15:00
1561561200000,59.37,26-Jun-19 15:00
1561557600000,58.86,26-Jun-19 14:00
1561557600000,58.85,26-Jun-19 14:00
1561554000000,58.85,26-Jun-19 13:00
1561554000000,58.84,26-Jun-19 13:00
1561550400000,58.63,26-Jun-19 12:00
1561550400000,58.62,26-Jun-19 12:00
1561546800000,59.08,26-Jun-19 11:00
1561543200000,59.01,26-Jun-19 10:00
1561543200000,59,26-Jun-19 10:00
1561539600000,58.99,26-Jun-19 09:00
1561539600000,58.98,26-Jun-19 09:00
1561536000000,58.99,26-Jun-19 08:00
1561532400000,58.99,26-Jun-19 07:00
1561528800000,57.36,26-Jun-19 06:00
1561528800000,57.35,26-Jun-19 06:00
1561525200000,56.67,26-Jun-19 05:00
1561525200000,56.66,26-Jun-19 05:00
1561521600000,55.95,26-Jun-19 04:00
1561521600000,55.94,26-Jun-19 04:00
1561518000000,55.91,26-Jun-19 03:00
1561518000000,55.92,26-Jun-19 03:00
1561514400000,55.87,26-Jun-19 02:00
1561514400000,55.86,26-Jun-19 02:00
1561510800000,55.62,26-Jun-19 01:00
1561510800000,55.61,26-Jun-19 01:00
1561507200000,55.48,26-Jun-19 00:00
1561507200000,55.47,26-Jun-19 00:00
1561503600000,55.01,25-Jun-19 23:00
1561500000000,54.95,25-Jun-19 22:00
1561500000000,54.94,25-Jun-19 22:00
1561496400000,54.96,25-Jun-19 21:00
1561496400000,54.95,25-Jun-19 21:00
1561492800000,54.98,25-Jun-19 20:00
1561492800000,54.97,25-Jun-19 20:00
1561489200000,54.96,25-Jun-19 19:00
1561489200000,54.95,25-Jun-19 19:00
1561485600000,54.85,25-Jun-19 18:00
1561482000000,54.81,25-Jun-19 17:00
1561482000000,54.8,25-Jun-19 17:00
1561478400000,54.82,25-Jun-19 16:00
1561478400000,54.81,25-Jun-19 16:00
1561474800000,54.75,25-Jun-19 15:00
1561471200000,54.78,25-Jun-19 14:00
1561471200000,54.77,25-Jun-19 14:00
1561467600000,55.63,25-Jun-19 13:00
1561467600000,55.62,25-Jun-19 13:00
1561464000000,56.21,25-Jun-19 12:00
1561464000000,56.2,25-Jun-19 12:00
1561460400000,56.21,25-Jun-19 11:00
1561460400000,56.2,25-Jun-19 11:00
1561456800000,56.21,25-Jun-19 10:00
1561456800000,56.2,25-Jun-19 10:00
1561453200000,56.21,25-Jun-19 09:00
1561453200000,56.2,25-Jun-19 09:00
1561449600000,56.22,25-Jun-19 08:00
1561446000000,56.33,25-Jun-19 07:00
1561446000000,56.32,25-Jun-19 07:00
1561442400000,56.15,25-Jun-19 06:00
1561438800000,56.13,25-Jun-19 05:00
1561435200000,56.17,25-Jun-19 04:00
1561435200000,56.16,25-Jun-19 04:00
1561431600000,56.11,25-Jun-19 03:00
1561431600000,56.1,25-Jun-19 03:00
1561428000000,56.17,25-Jun-19 02:00
1561424400000,56.15,25-Jun-19 01:00
1561424400000,56.14,25-Jun-19 01:00
1561420800000,56.22,25-Jun-19 00:00
1561420800000,56.21,25-Jun-19 00:00
1561417200000,56.57,24-Jun-19 23:00
1561413600000,56.62,24-Jun-19 22:00
1561413600000,56.61,24-Jun-19 22:00
1561410000000,56.61,24-Jun-19 21:00
1561406400000,56.4,24-Jun-19 20:00
1561406400000,56.39,24-Jun-19 20:00
1561402800000,56.41,24-Jun-19 19:00
1561402800000,56.4,24-Jun-19 19:00
1561399200000,56.42,24-Jun-19 18:00
1561399200000,56.41,24-Jun-19 18:00
1561395600000,56.47,24-Jun-19 17:00
1561392000000,56.48,24-Jun-19 16:00
1561392000000,56.47,24-Jun-19 16:00
1561388400000,56.46,24-Jun-19 15:00
1561388400000,56.45,24-Jun-19 15:00
1561384800000,56.45,24-Jun-19 14:00
1561381200000,56.81,24-Jun-19 13:00
1561381200000,56.8,24-Jun-19 13:00
1561377600000,56.7,24-Jun-19 12:00
1561377600000,56.69,24-Jun-19 12:00
1561374000000,56.66,24-Jun-19 11:00
1561370400000,56.65,24-Jun-19 10:00
1561370400000,56.64,24-Jun-19 10:00
1561366800000,56.56,24-Jun-19 09:00
1561363200000,56.56,24-Jun-19 08:00
1561363200000,56.55,24-Jun-19 08:00
1561359600000,56.51,24-Jun-19 07:00
1561356000000,56.27,24-Jun-19 06:00
1561352400000,56.23,24-Jun-19 05:00
1561348800000,56.23,24-Jun-19 04:00
1561345200000,56.24,24-Jun-19 03:00
1561341600000,56.25,24-Jun-19 02:00
1561338000000,55.97,24-Jun-19 01:00
1561334400000,55.81,24-Jun-19 00:00
1561330800000,55.21,23-Jun-19 23:00
1561327200000,55.16,23-Jun-19 22:00
1561323600000,55,23-Jun-19 21:00
1561320000000,54.53,23-Jun-19 20:00
1561316400000,54.47,23-Jun-19 19:00
1561312800000,54.61,23-Jun-19 18:00
1561309200000,54.64,23-Jun-19 17:00
1561305600000,54.64,23-Jun-19 16:00
1561302000000,54.57,23-Jun-19 15:00
1561298400000,54.51,23-Jun-19 14:00
1561294800000,54.39,23-Jun-19 13:00
1561291200000,54.38,23-Jun-19 12:00
1561287600000,54.35,23-Jun-19 11:00
1561284000000,54.26,23-Jun-19 10:00
1561280400000,54.27,23-Jun-19 09:00
1561276800000,54.24,23-Jun-19 08:00
1561273200000,54.32,23-Jun-19 07:00
1561269600000,54.32,23-Jun-19 06:00
1561266000000,54.32,23-Jun-19 05:00
1561262400000,54.24,23-Jun-19 04:00
1561258800000,54.26,23-Jun-19 03:00
1561255200000,54.25,23-Jun-19 02:00
1561251600000,53.94,23-Jun-19 01:00
1561248000000,53.23,23-Jun-19 00:00
1561244400000,53.09,22-Jun-19 23:00
1561240800000,53.12,22-Jun-19 22:00
1561237200000,53.22,22-Jun-19 21:00
1561233600000,53.25,22-Jun-19 20:00
1561230000000,52.97,22-Jun-19 19:00
1561226400000,52.94,22-Jun-19 18:00
1561222800000,52.81,22-Jun-19 17:00
1561219200000,52.46,22-Jun-19 16:00
1561215600000,51.61,22-Jun-19 15:00
1561212000000,51.57,22-Jun-19 14:00
1561208400000,51.01,22-Jun-19 13:00
1561204800000,51.04,22-Jun-19 12:00
1561201200000,50.88,22-Jun-19 11:00
1561197600000,50.72,22-Jun-19 10:00
1561194000000,50.76,22-Jun-19 09:00
1561190400000,50.83,22-Jun-19 08:00
1561186800000,51.3,22-Jun-19 07:00
1561183200000,51.14,22-Jun-19 06:00
1561179600000,50.76,22-Jun-19 05:00
1561176000000,50.44,22-Jun-19 04:00
1561172400000,48.27,22-Jun-19 03:00
1561168800000,47.57,22-Jun-19 02:00
1561165200000,47.18,22-Jun-19 01:00
1561161600000,46.8,22-Jun-19 00:00
1561158000000,46.78,21-Jun-19 23:00
1561154400000,46.86,21-Jun-19 22:00
1561150800000,47.18,21-Jun-19 21:00
1561147200000,47.18,21-Jun-19 20:00
1561143600000,47.66,21-Jun-19 19:00
