,date,AdrActCnt,BlkCnt,BlkSizeByte,BlkSizeMeanByte,CapMVRVCur,CapMrktCurUSD,CapRealUSD,DiffMean,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,IssContNtv,IssContPctAnn,IssContUSD,IssTotNtv,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d,blk,PriceRealised,btc_blk_est,DailyIssuedNtv,DailyIssuedUSD,inf_pct_ann,S2F,notes,blk_reward,Sply_ideal,PoWSply_ideal,inflation_ideal,S2F_ideal
0,2011-10-07 00:00:00+00:00,0.0,0.0,0.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,144144.0,0.0,,,,,50.0,0.0,0.0,inf,1e-08
1,2011-10-08 00:00:00+00:00,2.0,2.0,430.0,215.0,,,0.0,0.000244140625,,,,,0.0,,100.0,36500.0,,100.0,,,,,,,,100.0,0.0,0.0,0.0,,,,,,,,,,,2.0,0.0,144288.0,100.0,,365.0,0.0027397260273972603,,50.0,100.0,100.0,105120.0,9.512937595129377e-06
2,2011-10-09 00:00:00+00:00,0.0,0.0,0.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,,100.0,0.0,0.0,0.0,,,,,,,,,,,2.0,0.0,144432.0,0.0,,0.0,inf,,50.0,100.0,100.0,105120.0,9.512937595129377e-06
3,2011-10-10 00:00:00+00:00,0.0,0.0,0.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,,100.0,0.0,0.0,0.0,,,,,,,,,,,2.0,0.0,144576.0,0.0,,0.0,inf,,50.0,100.0,100.0,105120.0,9.512937595129377e-06
4,2011-10-11 00:00:00+00:00,0.0,0.0,0.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,,100.0,0.0,0.0,0.0,,,,,,,,,,,2.0,0.0,144720.0,0.0,,0.0,inf,,50.0,100.0,100.0,105120.0,9.512937595129377e-06
5,2011-10-12 00:00:00+00:00,2.0,2.0,430.0,215.0,,,0.0,0.000244140625,,,,,0.0,,100.0,18250.0,,100.0,,,,,,,,200.0,0.0,0.0,0.0,,,,,,,,,,,4.0,0.0,144864.0,100.0,,182.5,0.005479452054794521,,50.0,200.0,200.0,52560.0,1.9025875190258754e-05
6,2011-10-13 00:00:00+00:00,9778.0,9685.0,2189503.0,226.071553949406,,,0.0,0.00374115898042622,1.08695652173913e-05,,0.0,,0.001,,484250.0,36484.931365466,,484250.0,,11.85982497,,,,,,484450.0,92.0,144.0,40847.989,,306.940815972222,,50.0,,44199.4775,,,,,9689.0,0.0,145008.0,484250.0,,364.8493136546599,0.0027408575611205014,,50.0,484450.0,484450.0,21.698833728971,0.04608542617960426
7,2011-10-14 00:00:00+00:00,1531.0,1122.0,295956.0,263.775401069519,,,0.0,0.046206550802139,3.2258064516129e-05,,0.0,,0.002,,56100.0,3788.08620849135,,56100.0,,24.28128967,,,,,,540550.0,62.0,86.0,22261.99708938,,261.841633528023,,50.0,,22518.38048341,,,,,10811.0,0.0,145152.0,56100.0,,37.88086208491352,0.02639855444045613,,50.0,540550.0,540550.0,19.4468596799556,0.05142218417047184
8,2011-10-15 00:00:00+00:00,1514.0,762.0,313095.0,410.885826771654,,,0.0,0.0625,0.000178571428571429,,0.0,,0.08,,38100.0,2403.2662231055,,38100.0,,22.31618836,,,,,,578650.0,448.0,870.0,25929.60726894,,35.4576436646207,,12.179440715,,30848.14998822,,,,,11573.0,0.0,145296.0,38100.0,,24.032662231055042,0.0416100384712185,,50.0,578650.0,578650.0,18.16642184394712,0.055046613394216126
9,2011-10-16 00:00:00+00:00,4843.0,915.0,925038.0,1010.97049180328,,,0.0,0.0744594963394304,0.000640276749291785,,0.0,,0.90407077,,45750.0,2674.36739269699,,45750.0,,3.53982218,,,,,,624400.0,1412.0,2756.0,176393.04139337,,72.2661833718759,,9.802898595,,199165.60137289,,,,,12488.0,0.0,145440.0,45750.0,,26.74367392696989,0.03739202036080545,,50.0,624400.0,624400.0,16.835361947469572,0.05939878234398782
10,2011-10-17 00:00:00+00:00,3150.0,773.0,766661.0,991.799482535576,,,0.0,0.0903446288818814,0.000224510969162996,,0.0,,0.35674793,,38650.0,2127.62989216499,,38650.0,,9.83867714,,,,,,663050.0,1589.0,3100.0,67392.19008742,,29.6344595242258,,9.85572401,,91866.8245251,,,,,13261.0,0.0,145584.0,38650.0,,21.27629892164995,0.0470006556912226,,50.0,663050.0,663050.0,15.854007993364,0.06307553272450532
11,2011-10-18 00:00:00+00:00,3743.0,826.0,834230.0,1009.96368038741,,,0.0,0.0903446288818813,0.000225384495468278,,0.0,,0.37301134,,41300.0,2140.20018456733,,41300.0,,5.17159236,,,,,,704350.0,1655.0,3276.0,136195.96259041,,49.7243382228907,,10.512223195,,162896.93201819,,,,,14087.0,0.0,145728.0,41300.0,,21.402001845673315,0.046724601147633424,,50.0,704350.0,704350.0,14.924398381486476,0.06700437595129376
12,2011-10-19 00:00:00+00:00,2625.0,643.0,702199.0,1092.06687402799,,,0.0,0.124707431528227,0.000227923685344828,,0.0,,0.31726977,,32150.0,1593.31296673456,,32150.0,,12.37489353,,,,,,736500.0,1392.0,2750.0,59515.66354663,,31.1441954781818,,10.485045705,,85646.537565,,,,,14730.0,0.0,145872.0,32150.0,,15.933129667345554,0.06276230852808964,,50.0,736500.0,736500.0,14.272912423625254,0.07006278538812785
13,2011-10-20 00:00:00+00:00,3722.0,759.0,851988.0,1122.51383399209,,,0.0,0.1260397534402,0.000173829792802617,,0.0,,0.31880384,,37950.0,1788.59190393182,,37950.0,,9.0933348,,,,,,774450.0,1834.0,3629.0,85166.77509975,,32.1639512355497,,10.373948,,116722.97903381,,,,,15489.0,0.0,146016.0,37950.0,,17.885919039318225,0.055909903080838166,,50.0,774450.0,774450.0,13.57350377687391,0.07367294520547946
14,2011-10-21 00:00:00+00:00,3187.0,831.0,792899.0,954.150421179302,,,0.0,0.135786062166215,0.000180407308146399,,0.0,,0.30560998,,41550.0,1858.54779411765,,41550.0,,12.41717736,,,,,,816000.0,1694.0,3356.0,65715.41794114,,27.6157232285518,,8.641433665,,92678.36715502,,,,,16320.0,0.0,146160.0,41550.0,,18.58547794117647,0.053805449779931756,,50.0,816000.0,816000.0,12.882352941176471,0.0776255707762557
15,2011-10-22 00:00:00+00:00,2869.0,728.0,739364.0,1015.60989010989,,,0.0,0.168004429871899,0.000325750751677852,,0.0,,0.48536862,,36400.0,1558.65790708588,,36400.0,,8.30768634,,,,,,852400.0,1490.0,2948.0,102603.77737522,,46.3187269173982,,10.22972091,,136547.60695249,,,,,17048.0,0.0,146304.0,36400.0,,15.586579070858752,0.064157760048171,,50.0,852400.0,852400.0,12.332238385734398,0.0810882800608828
16,2011-10-23 00:00:00+00:00,3156.0,828.0,762964.0,921.454106280193,,,0.0,0.168004429871899,0.000272755806654112,,0.0,,0.4345,,41400.0,1690.64667710897,,41400.0,,8.48830367,,,,,,893800.0,1593.0,3162.0,105297.83508556,,40.3402987812777,,10.351710545,,127556.0247464,,,,,17876.0,0.0,146448.0,41400.0,,16.90646677108973,0.05914896433062008,,50.0,893800.0,893800.0,11.761020362497202,0.08502663622526636
17,2011-10-24 00:00:00+00:00,2671.0,596.0,630532.0,1057.93959731544,,,0.0,0.196833752725512,0.000236700976971389,,0.0,,0.3391925,,29800.0,1177.67431788653,,29800.0,,14.6979864,,,,,,923600.0,1433.0,2833.0,62838.5395532,,29.140035866336,,9.16042855,,82553.72160933,,,,,18472.0,0.0,146592.0,29800.0,,11.77674317886531,0.0849131194263124,,50.0,923600.0,923600.0,11.381550454742312,0.08786149162861492
18,2011-10-25 00:00:00+00:00,2407.0,523.0,571836.0,1093.37667304015,,,0.0,0.22023019406872,0.000187101910828025,,0.0,,0.235,,26150.0,1004.97499341932,,26150.0,,12.84061973,,,,,,949750.0,1256.0,2491.0,73964.49859642,,39.592241863621,,9.17553841,,98624.27448228,,,,,18995.0,0.0,146736.0,26150.0,,10.049749934193208,0.09950496346158884,,50.0,949750.0,949750.0,11.06817583574625,0.09034912480974125
19,2011-10-26 00:00:00+00:00,4208.0,577.0,866953.0,1502.51819757366,,,0.0,0.22023019406872,0.000247895503816794,,0.0,,0.32474311,,28850.0,1076.0525240139,,28850.0,,6.19594605,,,,,,978600.0,1310.0,2593.0,157941.98217642,,72.5371166279021,,8.3392925,,188088.74341615,,,,,19572.0,0.0,146880.0,28850.0,,10.760525240138975,0.09293226656537118,,50.0,978600.0,978600.0,10.741876149601472,0.09309360730593606
20,2011-10-27 00:00:00+00:00,1877.0,427.0,448357.0,1050.01639344262,,,0.0,0.22023019406872,0.000152340010570825,,0.0,,0.14411365,,21350.0,779.313965698285,,21350.0,,18.06484449,,,,,,999950.0,946.0,1853.0,55353.36883792,,36.7030555057474,,8.2886569,,68010.76185215,,,,,19999.0,0.0,147024.0,21350.0,,7.7931396569828495,0.1283179878733438,,50.0,999950.0,999950.0,10.512525626281315,0.09512461948249619
21,2011-10-28 00:00:00+00:00,2639.0,451.0,703604.0,1560.09756097561,,,0.0,0.199371758385712,0.000195736007142857,,0.0,,0.27403041,,22550.0,804.963325183374,,22550.0,,13.36453545,,,,,,1022500.0,1400.0,2767.0,76508.45806221,,34.6287434780954,,9.60939409,,95817.73320389,,,,,20450.0,0.0,147168.0,22550.0,,8.049633251833741,0.12422926221790237,,50.0,1022500.0,1022500.0,10.280684596577018,0.09726978691019786
22,2011-10-29 00:00:00+00:00,2902.0,580.0,778945.0,1343.00862068966,,,0.0,0.187903202683715,0.000465826108506363,,0.0,,0.69547838,,29000.0,1006.65715644318,,29000.0,,11.40696901,,,,,,1051500.0,1493.0,2946.0,92180.49063684,,39.6436855621283,,9.012940765,,116790.29766603,,,,,21030.0,0.0,147312.0,29000.0,,10.066571564431763,0.09933868682097309,,50.0,1051500.0,1051500.0,9.997146932952925,0.10002853881278538
