,date,AdrActCnt,BlkCnt,BlkSizeByte,BlkSizeMeanByte,CapMVRVCur,CapMrktCurUSD,CapRealUSD,DiffMean,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d,blk,PriceRealised,btc_blk_est,CapAvg,PriceAvg,CapDelta,PriceDelta,CapTop,PriceTop,NVT_28,NVT_90,NVTS,RVT_28,RVT_90,RVTS,DailyIssuedNtv,DailyIssuedUSD,inf_pct_ann,S2F,CapS2Fmodel,PriceS2Fmodel,CapInflow,PriceInflow,CapFee,PriceFee,MinerIncome,FeesPct
0,2016-02-08 00:00:00+00:00,7235.0,331.0,791498.0,2391.2326284,,,0.0,35675.0194461916,0.0495396598240469,,0.05,,84.46512,,33.88018537,,,,,,1687121.7708312,1705.0,2050.0,49796.7101506,,34.79712468,,2.05,,71334.10559961,,,,,331.0,0.0,372384.0,0.0001,5.92725443586284e-11,-0.0001,-5.92725443586284e-11,0.0012000000000000001,7.112705323035409e-10,,,,,,,1687121.7708312,,365.00000000000006,0.00273972602739726,0.006997199642001852,4.147418261667335e-09,,,,,,
1,2016-02-09 00:00:00+00:00,15783.0,359.0,2807946.0,7821.57660167,,,0.0,148829.140604156,0.0497602214452214,,0.05,,426.9427,,11.07150232,,,,,,1694534.33936296,8580.0,6129.0,153053.69501941,,33.64430474,,2.06,,206205.94375669,,,,,690.0,0.0,372528.0,0.0001,5.901326262741527e-11,-0.0001,-5.901326262741527e-11,0.0012000000000000001,7.081591515289833e-10,,,,,,,7412.568531760015,,1.5966554653059073,0.6263091955210308,474231.25573182694,0.2798593364063124,,,,,,
2,2016-02-10 00:00:00+00:00,5469.0,161.0,1317896.0,8185.68944099,,,0.0,228174.595912554,0.0580866592721441,,0.05,,235.42523003,,17.73111914,,,,,,1697814.68379397,4053.0,2687.0,95753.38538233,,48.68573813,,2.06,,130818.57835289,,,,,851.0,0.0,372672.0,0.0001,5.889924321807492e-11,-0.0001,-5.889924321807492e-11,0.0012000000000000001,7.067909186168992e-10,,,,,,,3280.344431009842,,0.7052157863560379,1.4180056932179002,7145934.383920909,4.20890127298962,,,,,,
3,2016-02-11 00:00:00+00:00,6910.0,292.0,2220122.0,7603.15753425,,,0.0,149393.504022381,0.0554274430113977,,0.06,,369.59019,,32.65816799,,,,,,1703821.52056685,6668.0,4502.0,52171.37474653,,15.6794033,,2.06,,70588.67363849,,,,,1143.0,0.0,372816.0,0.0001,5.86915934520716e-11,-0.0001,-5.86915934520716e-11,0.0012000000000000001,7.042991214248592e-10,,,,,,,6006.836772880051,,1.2868104995949283,0.7771152009676541,970554.302340861,0.5696337853614879,,,,,,
4,2016-02-12 00:00:00+00:00,6857.0,371.0,1390380.0,3747.65498652,,,0.0,142203.528110116,0.0528025168655942,,0.05,,203.5009,,32.11646286,,,,,,1711719.57584229,3854.0,3001.0,53297.26325331,,24.66798044,,2.06,,74028.60930806,,,,,1514.0,0.0,372960.0,0.0001,5.842078422851053e-11,-0.0001,-5.842078422851053e-11,0.0012000000000000001,7.010494107421265e-10,,,,,,,7898.055275439983,,1.6841486282103497,0.5937718223020755,397263.8752710393,0.23208467138991312,,,,,,
5,2016-02-13 00:00:00+00:00,3004.0,286.0,526738.0,1841.74125874,,,0.0,215942.48707084,0.0497554831288344,,0.05,,64.88115,,72.75270868,,,,,,1717900.09918333,1304.0,1269.0,23612.86789818,,29.72482527,,5.35146084,,37720.80326738,,,,,1800.0,0.0,373104.0,0.0001,5.821060261160637e-11,-0.0001,-5.821060261160637e-11,0.0012000000000000001,6.985272313392766e-10,,,,,,,6180.523341040127,,1.3131677567002127,0.7615173270114743,907380.096333715,0.5281914220536299,,,,,,
6,2016-02-14 00:00:00+00:00,3985.0,238.0,824362.0,3463.70588235,,,0.0,225406.918173243,0.0580609958506224,,0.05,,97.9489,,40.27443157,,,,,,1722999.37499965,1687.0,1292.0,42781.46972291,,40.80245259,,2.05,,52716.76875251,,,,,2038.0,0.0,373248.0,0.00010000000000000002,5.803832633428571e-11,-0.00010000000000000002,-5.803832633428571e-11,0.0012000000000000001,6.964599160114285e-10,,,,,,,5099.275816319976,,1.080230033720801,0.9257287510841996,1734999.6646440197,1.0069647672648587,,,,,,
7,2016-02-15 00:00:00+00:00,3650.0,250.0,735240.0,2940.96,,,0.0,176440.887917484,0.0546209956709957,,0.05,,100.9396,,46.28611892,,,,,,1728357.70505965,1848.0,1857.0,37340.73509594,,28.60512438,,2.06,,53119.71597205,,,,,2288.0,0.0,373392.0,0.00010000000000000002,5.7858393379597756e-11,-0.00010000000000000002,-5.7858393379597756e-11,0.0012000000000000001,6.94300720555173e-10,,,,,,,5358.330059999833,,1.1315889449125578,0.8837131225926512,1487086.211369542,0.860404190067946,,,,,,
8,2016-02-16 00:00:00+00:00,3014.0,395.0,829088.0,2098.95696203,,,0.0,160498.812249773,0.0560687531936638,,0.05,,109.72655,,58.65831015,,,,,,1737149.06252669,1957.0,2402.0,29614.71372195,,16.19458397,,2.06,,38899.3907012,,,,,2683.0,0.0,373536.0,0.00010000000000000002,5.7565583839160945e-11,-0.00010000000000000002,-5.7565583839160945e-11,0.0012000000000000001,6.907870060699313e-10,,,,,,,8791.357467040187,,1.8471906324506142,0.5413626414255518,292322.07568722963,0.16827690956010766,,,,,,
9,2016-02-17 00:00:00+00:00,3413.0,282.0,598848.0,2123.57446809,,,0.0,251283.064279077,0.052183608815427,,0.05,,75.7706,,97.96033755,,,,,,1742955.91014893,1452.0,1353.0,17792.46533663,,21.02166582,,5.15822598,,28442.31385383,,,,,2965.0,0.0,373680.0,0.00010000000000000002,5.737379782111375e-11,-0.00010000000000000002,-5.737379782111375e-11,0.0012000000000000001,6.884855738533649e-10,,,,,,,5806.847622239962,,1.216037290315899,0.8223432027649602,1171044.2647142685,0.6718725688329125,,,,,,
10,2016-02-18 00:00:00+00:00,2568.0,270.0,495654.0,1835.75555556,,,0.0,275746.534238564,0.0504366100323625,,0.05,,62.33965,,141.08379614,,,,,,1748789.58173173,1236.0,1122.0,12395.39642124,,18.22014476,,5.066295875,,20443.00242575,,,,,3235.0,0.0,373824.0,0.00010000000000000003,5.718240836097362e-11,-0.00010000000000000003,-5.718240836097362e-11,0.0012000000000000003,6.861889003316834e-10,,,,,,,5833.6715827998705,,1.2175793760238633,0.8213016906262061,1166128.1227937464,0.6668201451880758,,,,,,
11,2016-02-19 00:00:00+00:00,2261.0,272.0,439069.0,1614.22426471,,,0.0,253105.096076938,0.0518514948453608,,0.05,,50.29595,,143.21969975,,,,,,1754678.97117181,970.0,1038.0,12251.65933379,,18.7374534,,5.00121963,,19449.47663177,,,,,3507.0,0.0,373968.0,0.00010000000000000003,5.699048181629373e-11,-0.00010000000000000003,-5.699048181629373e-11,0.0012000000000000003,6.838857817955247e-10,,,,,,,5889.389440080151,,1.2250828675479541,0.8162713123248019,1142586.604456178,0.6511656110480059,,,,,,
12,2016-02-20 00:00:00+00:00,6611.0,298.0,1960729.0,6579.62751678,,,0.0,220949.518225201,0.0213391010802469,,0.01,,110.6219,,27.4536065,,,,,,1761075.79870653,5184.0,5077.0,64147.33885075,,14.58330505,,2.01,,74039.43971362,,,,,3805.0,0.0,374112.0,0.00010000000000000003,5.678347296206544e-11,-0.00010000000000000003,-5.678347296206544e-11,0.0012000000000000003,6.814016755447852e-10,,,,,,,6396.827534719836,,1.3258044042667718,0.7542590722898104,878987.0212962233,0.4991193575778051,,,,,,
13,2016-02-21 00:00:00+00:00,7603.0,311.0,1126081.0,3620.8392283,,,0.0,246628.295112913,0.0508134699361774,,0.05,,151.2717,,108.36361037,,,,,,1767884.51971322,3075.0,1196.0,16314.37448059,,20.62688207,,4.9972812,,24669.75095486,,,,,4116.0,0.0,374256.0,0.00010000000000000003,5.6564780609211784e-11,-0.00010000000000000003,-5.6564780609211784e-11,0.0012000000000000003,6.787773673105413e-10,,,,,,,6808.721006690059,,1.4057384064005545,0.7113699074072659,723740.6764515381,0.4093823258144377,,,,,,
14,2016-02-22 00:00:00+00:00,10371.0,236.0,1734508.0,7349.61016949,,,0.0,259035.408179392,0.0553358685868587,,0.05,,184.43445,,17.67526261,,,,,,1775103.47729391,4410.0,1097.0,100428.690444,,150.97026784,,4.99837699,,165614.38381884,,,,,4352.0,0.0,374400.0,0.00010000000000000003,5.6334744018668096e-11,-0.00010000000000000003,-5.6334744018668096e-11,0.0012000000000000003,6.760169282240171e-10,,,,,,,7218.957580690039,,1.4843751649727583,0.6736841356533692,604104.1433748974,0.34032052277641606,,,,,,
15,2016-02-23 00:00:00+00:00,17464.0,291.0,2481311.0,8526.8419244,,,0.0,213318.348511174,0.0508153276764759,,0.05,,281.4661,,19.51655446,,,,,,1782783.00227688,6855.0,1376.0,91347.22044177,,205.88992575,,5.285356575,,283304.53783358,,,,,4643.0,0.0,374544.0,0.00010000000000000003,5.6092076193392636e-11,-0.00010000000000000003,-5.6092076193392636e-11,0.0012000000000000003,6.731049143207116e-10,,,,,,,7679.524982969975,,1.5722758267294212,0.6360207178661239,499083.1595627541,0.2799461061303313,,,,,,
16,2016-02-24 00:00:00+00:00,18857.0,349.0,2716204.0,7782.81948424,,,0.0,243747.169014844,0.0507721836545577,,0.05,,301.89140401,,22.86955237,,,,,,1793036.64297908,7592.0,1986.0,78402.78700293,,88.54470236,,3.022079815,,175849.77889268,,,,,4992.0,0.0,374688.0,0.00010000000000000003,5.57713086297293e-11,-0.00010000000000000003,-5.57713086297293e-11,0.0012000000000000003,6.692557035567516e-10,,,,,,,10253.640702200122,,2.0872852046597634,0.47909121272337307,194846.8412918964,0.10866863321218234,,,,,,
17,2016-02-25 00:00:00+00:00,7902.0,283.0,1798238.0,6354.19787986,,,0.0,302787.204074434,0.0561177984913793,,0.05,,156.231951,,8.81237132,,,,,,1801498.92706475,4141.0,1434.0,204428.39526636,,213.93275764,,5.02352706,,306779.57445501,,,,,5275.0,0.0,374832.0,0.00010000000000000003,5.5509330867564706e-11,-0.00010000000000000003,-5.5509330867564706e-11,0.0012000000000000003,6.661119704107764e-10,,,,,,,8462.28408567002,,1.7145354043047627,0.5832483817419308,374368.57726908056,0.2078094922204885,,,,,,
18,2016-02-26 00:00:00+00:00,7346.0,261.0,1337046.0,5122.7816092,,,0.0,306046.977308553,0.0519740454325761,,0.05,,107.5343,,15.20977604,,,,,,1809262.51798499,3314.0,1171.0,118953.92232331,,134.37531204,,5.12416833,,157353.49039719,,,,,5536.0,0.0,374976.0,0.00010000000000000003,5.527113893420615e-11,-0.00010000000000000003,-5.527113893420615e-11,0.0012000000000000003,6.632536672104738e-10,,,,,,,7763.59092023992,,1.5662241701903645,0.6384782070362612,505513.2379773367,0.27940292409325784,,,,,,
19,2016-02-27 00:00:00+00:00,6165.0,261.0,1173992.0,4498.05363985,,,0.0,269200.256402956,0.0547163394109397,,0.05,,78.0255,,14.7676988,,,,,,1817147.30588648,2690.0,1295.0,123048.77897822,,108.31479388,,3.95900459,,140267.65807581,,,,,5797.0,0.0,375120.0,0.00010000000000000002,5.503131181278441e-11,-0.00010000000000000002,-5.503131181278441e-11,0.0012000000000000001,6.603757417534129e-10,,,,,,,7884.787901489995,,1.5837723087836657,0.6314038921213354,487158.028963041,0.26808945393966566,,,,,,
20,2016-02-28 00:00:00+00:00,10258.0,319.0,1670609.0,5237.01880878,,,0.0,253340.2539789,0.0518011984569224,,0.05,,120.852196,,89.04034998,,,,,,1826663.09124096,3859.0,1501.0,20515.00349835,,44.32810977,,3.43524418,,66536.49277105,,,,,6116.0,0.0,375264.0,0.00010000000000000002,5.474463270184329e-11,-0.00010000000000000002,-5.474463270184329e-11,0.0012000000000000001,6.569355924221195e-10,,,,,,,9515.785354479915,,1.9014243354671263,0.5259215322677188,265548.5031391738,0.14537355268878346,,,,,,
21,2016-02-29 00:00:00+00:00,8778.0,283.0,1694038.0,5986.0,,,0.0,263915.4903619,0.0434850388052754,,0.05,,112.10443004,,68.19903196,,,,,,1835025.24825027,3931.0,2287.0,26906.91048775,,15.86688531,,5.05722413,,36287.5667129,,,,,6399.0,0.0,375408.0,0.0001,5.4495162993180515e-11,-0.0001,-5.4495162993180515e-11,0.0012000000000000001,6.539419559181662e-10,,,,,,,8362.157009310089,,1.6632944485687586,0.6012164598159309,414039.7408786742,0.22563163164837574,,,,,,
22,2016-03-01 00:00:00+00:00,8330.0,296.0,1779293.0,6011.125,,,0.0,267529.830302503,0.0463226149130939,,0.05,,119.92925001,,48.51987937,,,,,,1843812.97908069,4012.0,2257.0,38001.1863794,,85.59102719,,6.3604991,,193178.94835682,,,,,6695.0,0.0,375552.0,0.0001,5.423543555369655e-11,-0.0001,-5.423543555369655e-11,0.0012000000000000001,6.508252266443586e-10,,,,,,,8787.730830420041,,1.7396133932751459,0.5748403661788979,356751.18407361454,0.19348555852529453,,,,,,
23,2016-03-02 00:00:00+00:00,5446.0,261.0,1116834.0,4279.05747126,,,0.0,271623.747905259,0.0567460825863521,,0.05,,67.35760003,,54.74144049,,,,,,1851582.32729921,2445.0,1588.0,33824.14329453,,108.28585226,,3.91775029,,171957.93339416,,,,,6956.0,0.0,375696.0,9.999999999999999e-05,5.40078604799949e-11,-9.999999999999999e-05,-5.40078604799949e-11,0.0012,6.480943257599388e-10,,,,,,,7769.348218519939,,1.531561442313075,0.6529284247909294,544498.6330146816,0.29407206203404873,,,,,,
24,2016-03-03 00:00:00+00:00,10602.0,322.0,1997527.0,6203.5,,,0.0,263438.238540392,0.04729693044742,,0.05,,144.82320103,,1.76640333,,,,,,1861197.21251802,4619.0,2235.0,1053664.91242366,,1507.20388138,,5.31218137,,3368600.67489348,,,,,7278.0,0.0,375840.0,9.999999999999999e-05,5.372885760166686e-11,-9.999999999999999e-05,-5.372885760166686e-11,0.0012,6.447462912200023e-10,,,,,,,9614.885218810057,,1.8855783155390327,0.5303412707703571,273028.91029211704,0.14669531442223432,,,,,,
25,2016-03-04 00:00:00+00:00,4819.0,260.0,1027372.0,3951.43076923,,,0.0,268855.750757206,0.0387407347102041,,0.05,,47.45740002,,4.34700064,,,,,,1869035.68163202,2494.0,1622.0,429959.83574745,,289.09064702,,9.8595395,,468905.02947363,,,,,7538.0,0.0,375984.0,9.999999999999998e-05,5.3503526434915975e-11,-9.999999999999998e-05,-5.3503526434915975e-11,0.0011999999999999997,6.420423172189917e-10,,,,,,,7838.469113999978,,1.5307579489931216,0.6532711462695749,545447.9577781238,0.29183389227852785,,,,,,
26,2016-03-05 00:00:00+00:00,11988.0,298.0,1959833.0,6576.62080537,,,0.0,256794.912212925,0.0540588669036335,,0.05,,136.877051,,66.40023711,,,,,,1877996.45034187,3983.0,1366.0,28282.97807585,,80.89728931,,4.972106395,,110505.69719976,,,,,7836.0,0.0,376128.0,9.999999999999998e-05,5.324823696114868e-11,-9.999999999999998e-05,-5.324823696114868e-11,0.0011999999999999997,6.38978843533784e-10,,,,,,,8960.768709850032,,1.741579744998915,0.5741913356948366,355415.8424401002,0.18925266997996743,,,,,,
27,2016-03-06 00:00:00+00:00,9077.0,286.0,1571610.0,5495.13986014,,,0.0,255788.69168174,0.04549818745637,,0.05,,104.28184565,,24.80904113,,,,,,1886567.3310531,3680.0,1846.0,76043.54079905,,112.05984216,,6.42171973,,206862.46863229,,,,,8122.0,0.0,376272.0,9.999999999999996e-05,5.300632442531431e-11,-9.999999999999996e-05,-5.300632442531431e-11,0.0011999999999999997,6.360758931037717e-10,,,,,,,8570.880711229984,,1.6582347251039575,0.6030509341416115,418248.33382166934,0.22169806872898573,,,,,,
28,2016-03-07 00:00:00+00:00,7458.0,288.0,1496456.0,5196.02777778,,,0.0,265021.365183431,0.0441311679026764,,0.05,,90.68955004,,23.37035819,,,,,,1895163.28838989,3447.0,2042.0,81092.60767833,,111.93947354,,10.94177903,,228580.40496519,,,,,8410.0,0.0,376416.0,9.999999999999996e-05,5.2765901815752707e-11,-9.999999999999996e-05,-5.2765901815752707e-11,0.0011999999999999997,6.331908217890325e-10,,,,,,,8595.957336789928,,1.6555430590859168,0.6040314049893302,420509.9116683245,0.22188584711641662,,,,,,
29,2016-03-08 00:00:00+00:00,7493.0,289.0,1678260.0,5807.12802768,,,0.0,269827.064221034,0.0394602012707182,,0.05,,99.99215002,,17.97560582,,,,,,1903834.84092363,3938.0,1670.0,105912.13779132,,162.23689883,,9.0577413,,270935.62103983,,,,,8699.0,0.0,376560.0,9.999999999999996e-05,5.25255646395702e-11,-9.999999999999996e-05,-5.25255646395702e-11,0.0011999999999999997,6.303067756748424e-10,,,,,,,8671.552533739945,,1.6624954049478102,0.601505421924094,414700.69609923544,0.21782388219035154,,,,,,
