,blk,window,time,ticket_count,ticket_price,missed,pow_diff
445,64224,144,1474120916,1426,28.48419811,15.0,832170.16961365
446,64368,144,1474162573,212,43.03179555,18.0,908469.21234235
447,64512,144,1474203537,197,38.71609749,9.0,966304.29768815
448,64656,144,1474246354,2860,23.09798309,14.0,1023417.09404032
449,64800,144,1474293919,27,56.64001694,12.0,1057616.41343713
450,64944,144,1474340218,22,69.44461261,13.0,1022491.0496136
451,65088,144,1474385865,370,43.38191977,6.0,970985.84496476
452,65232,144,1474432938,2859,27.03061243,15.0,920502.26468897
453,65376,144,1474473176,19,69.00435338,7.0,858478.67852224
454,65520,144,1474511209,12,86.89135916,15.0,856901.028099
455,65664,144,1474555346,364,55.14445129,13.0,910514.77704084
456,65808,144,1474592777,504,34.86147742,34.0,927768.59474675
457,65952,144,1474638941,2858,25.23694941,13.0,1004154.40629949
458,66096,144,1474681134,16,65.78278178,21.0,1007913.78795851
459,66240,144,1474728697,16,84.7966833,12.0,1021727.11307538
460,66384,144,1474777020,292,55.37235274,11.0,978912.41881088
461,66528,144,1474816506,771,32.44872615,5.0,905425.86965759
462,66672,144,1474860790,1849,29.97388992,15.0,907609.05232624
463,66816,144,1474905683,21,57.63868599,11.0,897428.86898946
464,66960,144,1474945031,235,55.17530142,10.0,875312.45143565
465,67104,144,1474984191,222,36.48744301,8.0,904201.74160186
466,67248,144,1475035576,2858,18.86678722,11.0,964723.04164254
467,67392,144,1475079924,60,47.33847399,10.0,907234.60112433
468,67536,144,1475121883,111,59.93255076,9.0,868192.00482621
469,67680,144,1475160216,258,42.46441527,14.0,861197.93668697
470,67824,144,1475202570,2859,24.79565775,9.0,908695.95986677
471,67968,144,1475245244,23,64.3247505,9.0,942559.61690494
472,68112,144,1475286348,14,82.8547754,9.0,965788.230557
473,68256,144,1475331016,344,53.73259084,20.0,1002151.83428825
474,68400,144,1475379160,1568,33.80423571,18.0,1003307.73774262
475,68544,144,1475420741,16,54.53632646,20.0,949520.87665498
476,68688,144,1475462699,297,43.5656361,11.0,940506.86719502
477,68832,144,1475510434,2855,27.5610666,19.0,949606.98485631
478,68976,144,1475555169,18,72.12807649,21.0,906376.02915585
479,69120,144,1475595520,12,93.2784946,58.0,870164.68749901
480,69264,144,1475642487,266,60.76352512,52.0,880882.67385797
481,69408,144,1475686528,776,34.42616308,80.0,849030.7726332
482,69552,144,1475726745,1092,31.91927956,26.0,825511.03881985
483,69696,144,1475764143,213,42.59493638,17.0,842599.04172398
484,69840,144,1475804851,357,35.21890821,17.0,913181.98324621
485,69984,144,1475855859,2872,24.30014853,10.0,979272.50316406
486,70128,144,1475902246,33,63.25192384,11.0,926792.60868686
487,70272,144,1475938435,4,81.79161457,12.0,870064.84214125
488,70416,144,1475974471,19,52.98348313,10.0,914458.70408244
489,70560,144,1476024599,2859,19.11996319,11.0,1024248.43898963
490,70704,144,1476071693,54,48.08093926,10.0,997719.48167345
491,70848,144,1476113937,65,60.79030664,7.0,942699.42585521
492,70992,144,1476155793,606,40.77580594,8.0,925924.70841867
493,71136,144,1476202375,1913,34.8141773,14.0,931979.85876561
494,71280,144,1476242763,10,69.59244313,10.0,899686.23392606
495,71424,144,1476283595,176,68.36302151,9.0,913015.91500069
496,71568,144,1476320625,368,43.0112575,14.0,945843.51705752
497,71712,144,1476375339,2860,26.99226163,13.0,1037980.98353289
498,71856,144,1476420644,17,71.12973044,8.0,953255.04140328
499,72000,144,1476455239,9,92.34321007,9.0,891889.6879061
500,72144,144,1476504123,275,60.1164237,8.0,954089.67579022
501,72288,144,1476545896,944,34.57709986,12.0,923440.85210599
502,72432,144,1476587910,361,37.20762546,12.0,923367.95361555
503,72576,144,1476625566,1437,30.44304918,12.0,936182.49518709
504,72720,144,1476673802,28,47.3244748,12.0,1007742.88418372
505,72864,144,1476716284,157,37.27226695,10.0,985296.07910365
506,73008,144,1476761600,2864,19.26909041,18.0,982270.66892991
507,73152,144,1476802446,45,48.67414444,18.0,957350.34359417
508,73296,144,1476837169,107,61.58905699,15.0,971170.2418265
509,73440,144,1476885200,533,43.45970619,17.0,1085383.77608709
510,73584,144,1476923468,1382,34.98586694,7.0,1081813.68764906
511,73728,144,1476976257,141,53.16971392,9.0,1145302.36390682
512,73872,144,1477020302,255,45.54793176,14.0,1057267.58328365
513,74016,144,1477061007,2860,28.60346618,11.0,1005567.78085379
514,74160,144,1477095510,15,73.96351515,8.0,1008766.40049911
515,74304,144,1477145011,14,94.79346289,4.0,1123654.5469745
516,74448,144,1477189023,267,61.27150544,8.0,1099676.29714903
517,74592,144,1477235982,1332,34.48570289,4.0,1077796.64843373
518,74736,144,1477282651,226,47.4112464,13.0,1022910.55985427
519,74880,144,1477322325,137,40.29641279,9.0,958698.4751086
520,75024,144,1477367390,2860,21.32088754,13.0,965768.71910097
521,75168,144,1477406284,72,53.76787467,14.0,948762.15992607
522,75312,144,1477454723,17,69.08112754,13.0,989196.47590695
523,75456,144,1477493025,440,44.71691551,14.0,950968.74767338
524,75600,144,1477525554,2448,31.24747664,11.0,987087.3206581
525,75744,144,1477575304,15,72.73187815,9.0,1150187.04415714
526,75888,144,1477625398,17,83.45724814,39.0,1144569.12736475
527,76032,144,1477663798,344,48.85860408,14.0,1057586.9116009
528,76176,144,1477717870,2860,28.78681679,16.0,1073074.67889102
529,76320,144,1477754019,17,75.65498353,15.0,959287.33260161
530,76464,144,1477798755,14,97.52462897,29.0,981167.9572514
531,76608,144,1477843379,299,63.38115673,21.0,974707.87487866
532,76752,144,1477891960,682,37.65399691,20.0,955788.26218712
533,76896,144,1477930817,1572,32.59563773,15.0,891446.4124769
534,77040,144,1477977513,30,55.34372635,13.0,904267.18285116
535,77184,144,1478019920,346,47.2344737,17.0,875063.05382916
536,77328,144,1478068387,1243,33.15376938,19.0,868541.77556207
537,77472,144,1478105100,192,44.84554872,15.0,815750.66518676
538,77616,144,1478153544,644,36.5317537,16.0,852158.42436371
539,77760,144,1478197722,1343,32.94470537,22.0,819909.73162465
540,77904,144,1478248018,201,49.20594992,28.0,795268.18678004
541,78048,144,1478283930,541,43.53900805,24.0,724537.35194361
542,78192,144,1478328455,675,37.07247071,13.0,751237.10476852
543,78336,144,1478364129,757,35.15331068,23.0,753070.92773704
544,78480,144,1478400745,655,36.35328278,31.0,826029.51824861
545,78624,144,1478449466,561,36.25854031,17.0,939060.17577034
546,78768,144,1478500652,1952,32.95928991,17.0,935582.64272063
547,78912,144,1478541210,16,62.1683101,14.0,854968.67865313
548,79056,144,1478594099,232,59.0518139,16.0,841036.70253934
549,79200,144,1478627355,674,38.45520046,19.0,750641.6500949
550,79344,144,1478672818,1417,32.75968515,15.0,794229.5471823
551,79488,144,1478713691,176,48.88719069,14.0,795222.17183823
552,79632,144,1478766475,134,41.95130138,18.0,817757.08935126
553,79776,144,1478805515,2860,22.23241839,11.0,745348.48208511
554,79920,144,1478850716,87,53.56863864,18.0,745031.8109135
555,80064,144,1478885321,144,66.49993519,15.0,728016.44918329
556,80208,144,1478937790,291,47.76991978,124.0,798082.88672904
557,80352,144,1478965494,2861,29.00728741,111.0,750513.0410767
558,80496,144,1479008465,100,73.13423915,35.0,880532.76731242
559,80640,144,1479057874,13,95.88393518,22.0,953454.26134915
560,80784,144,1479114337,314,63.31478942,20.0,922439.11878336
561,80928,144,1479142969,751,38.24542168,21.0,788194.90732663
562,81072,144,1479191645,1860,34.73636292,12.0,859960.57268402
563,81216,144,1479229128,21,66.14975128,10.0,841734.01123542
564,81360,144,1479283718,262,62.32845786,19.0,891046.90240012
565,81504,144,1479318787,225,42.11581684,26.0,806992.3891784
566,81648,144,1479367584,2860,22.10266545,26.0,842398.91400136
567,81792,144,1479403493,27,54.94571948,22.0,807077.6901688
568,81936,144,1479451470,141,67.3719592,14.0,860887.08237385
569,82080,144,1479490600,242,47.97638543,13.0,840679.80352697
570,82224,144,1479536125,2860,27.40050756,23.0,871250.69281197
571,82368,144,1479574228,19,70.24460547,15.0,863166.71054615
572,82512,144,1479624896,20,89.31900323,16.0,912737.75336789
573,82656,144,1479657693,317,57.58998143,29.0,861658.89946952
574,82800,144,1479695339,2840,34.69493037,14.0,947675.36218693
575,82944,144,1479748727,22,91.27357901,15.0,1064403.59290898
576,83088,144,1479803939,16,118.09001877,14.0,1001241.0626045
577,83232,144,1479839611,190,77.40071256,31.0,855345.1351755
578,83376,144,1479890017,803,39.26639322,35.0,856926.40651937
579,83520,144,1479926213,857,36.44121878,23.0,791632.23924614
580,83664,144,1479972319,346,41.99132329,15.0,824466.75651984
581,83808,144,1480004976,1085,35.02740923,30.0,813306.82009229
582,83952,144,1480062688,355,44.2075966,11.0,919161.74945013
583,84096,144,1480100754,619,39.87740898,17.0,827790.12546782
584,84240,144,1480159266,203,37.20726455,30.0,831307.55239077
585,84384,144,1480191966,2860,23.17963247,27.0,707431.86589165
586,84528,144,1480236463,19,57.76020524,23.0,732312.09933116
587,84672,144,1480269163,1,71.80271188,20.0,733762.1255243
588,84816,144,1480324834,139,44.34621646,11.0,836211.23468555
589,84960,144,1480361073,2880,19.49870196,22.0,772066.20529263
590,85104,144,1480409177,139,49.02829925,11.0,803420.67402889
591,85248,144,1480443425,7,65.09295905,8.0,774570.88470569
592,85392,144,1480495776,635,42.94959555,12.0,846514.76080745
593,85536,144,1480527921,1359,37.12680246,14.0,796030.5081732
594,85680,144,1480581237,18,57.06181826,15.0,880800.11035888
595,85824,144,1480617041,554,43.68985972,10.0,823976.78807173
596,85968,144,1480673152,2860,35.63055414,19.0,868368.91245268
597,86112,144,1480707187,0,95.64332255,27.0,772658.13955417
598,86256,144,1480748869,0,125.87822754,12.0,808338.57197996
599,86400,144,1480781250,34,83.26910319,18.0,841703.72545402
600,86544,144,1480836381,2710,31.76482981,17.0,984495.00458001
601,86688,144,1480876038,19,78.09220426,13.0,923914.19663205
602,86832,144,1480927753,22,94.61095544,13.0,931573.98236822
603,86976,144,1480969950,437,57.94256184,18.0,851186.01506053
604,87120,144,1481022179,921,39.845912,14.0,821915.80205753
605,87264,144,1481049566,475,44.23675988,22.0,732344.29239024
606,87408,144,1481099546,990,40.91322145,6.0,833978.58615126
607,87552,144,1481136785,243,50.61270099,11.0,819604.13610189
608,87696,144,1481182205,696,40.83021673,14.0,872126.9849489
609,87840,144,1481224617,1265,38.39699224,30.0,875997.28360694
610,87984,144,1481275197,137,55.95518968,16.0,886035.58709501
611,88128,144,1481310342,125,45.99965171,11.0,820592.03104756
612,88272,144,1481357978,2860,23.54706753,14.0,866840.83762682
613,88416,144,1481394104,28,58.4829539,18.0,845974.16020417
614,88560,144,1481444417,151,71.97473279,12.0,909202.4207142
615,88704,144,1481478842,95,51.87632858,12.0,867928.14875861
616,88848,144,1481534690,2860,23.79423771,12.0,941134.80294283
617,88992,144,1481568829,30,59.62922407,18.0,849786.0651127
618,89136,144,1481616011,88,74.27228663,15.0,895572.17153036
619,89280,144,1481656105,249,50.62695326,28.0,877559.94138399
620,89424,144,1481710624,2860,28.53422211,14.0,900695.94390838
621,89568,144,1481746387,29,74.30308437,9.0,805513.74768949
622,89712,144,1481793888,14,96.31225842,11.0,827861.80294764
623,89856,144,1481826026,294,62.8103982,27.0,798876.73594657
624,90000,144,1481881498,2440,37.10272654,11.0,897505.05532396
625,90144,144,1481909054,11,86.32146722,15.0,825602.15968625
626,90288,144,1481960776,0,98.67063484,11.0,957241.15673929
627,90432,144,1481998821,13,55.959971,10.0,929473.66822157
628,90576,144,1482066036,2860,17.12457447,9.0,972993.09880506
629,90720,144,1482096063,361,43.20539684,12.0,774930.64747715
630,90864,144,1482145296,28,65.16216663,13.0,794533.16030567
631,91008,144,1482175058,408,49.50328283,7.0,751338.23605866
632,91152,144,1482224689,2520,36.66956117,8.0,860429.6381718
633,91296,144,1482258012,14,91.05748266,10.0,851035.14111227
634,91440,144,1482310216,15,111.93236755,13.0,954929.09048115
635,91584,144,1482348491,264,70.03576932,6.0,909617.6283481
636,91728,144,1482404749,1400,38.80821054,7.0,939780.15328873
637,91872,144,1482436596,154,57.05970346,5.0,827937.23352457
638,92016,144,1482488346,459,48.0597623,17.0,884413.45743333
639,92160,144,1482524613,1772,37.6629476,10.0,828855.97028618
640,92304,144,1482571925,30,69.14584386,21.0,869485.5030189
641,92448,144,1482608146,204,63.65964414,28.0,848918.02058723
642,92592,144,1482661830,2329,39.33534235,9.0,911503.61126241
643,92736,144,1482695753,19,86.62966042,12.0,838540.9171446
644,92880,144,1482751113,33,95.31074009,10.0,895749.46805512
645,93024,144,1482790960,231,54.63913455,8.0,807849.77271358
646,93168,144,1482843251,2860,26.68960069,17.0,795444.24308369
647,93312,144,1482877188,27,68.78511456,12.0,714673.7611516
648,93456,144,1482925794,40,87.46280651,18.0,752844.56104746
649,93600,144,1482957260,247,57.52929782,15.0,725830.68265372
650,93744,144,1483010838,2860,31.78680796,5.0,822192.99645322
651,93888,144,1483050498,26,83.91356936,22.0,774546.8760219
652,94032,144,1483095451,12,109.84448631,16.0,782540.2325497
653,94176,144,1483129212,250,72.12447373,10.0,770837.49348694
654,94320,144,1483179612,2127,40.30663573,11.0,858065.97544492
655,94464,144,1483216612,17,83.6236854,17.0,831053.07317988
656,94608,144,1483274754,135,85.73243891,21.0,879893.63645458
657,94752,144,1483303087,121,52.57084268,14.0,768341.29087532
658,94896,144,1483356080,2880,21.9191616,9.0,853218.46108002
659,95040,144,1483389361,55,56.49212635,6.0,802194.38990989
660,95184,144,1483448584,88,72.94000161,9.0,874804.05376311
661,95328,144,1483479657,229,51.40149457,12.0,764721.8163115
662,95472,144,1483530363,2880,28.96345269,8.0,820854.8506515
663,95616,144,1483561472,27,77.46636659,16.0,779774.18042478
664,95760,144,1483612127,14,102.92765985,11.0,879709.89084985
665,95904,144,1483645926,247,68.85456305,11.0,854515.50846825
666,96048,144,1483699496,2860,38.85824149,10.0,943242.89245351
667,96192,144,1483731094,7,105.49445964,10.0,879078.98200658
668,96336,144,1483793951,16,140.14193811,8.0,974358.91009536
669,96480,144,1483827369,150,93.96566847,12.0,826696.55963296
670,96624,144,1483876808,1283,45.5371147,11.0,846946.4341886
671,96768,144,1483908421,144,61.65237889,13.0,798813.47168358
672,96912,144,1483962920,199,48.14222802,6.0,891514.35759177
673,97056,144,1484002879,2860,26.11917293,6.0,826406.38230738
674,97200,144,1484053818,40,68.33820497,14.0,824855.19058033
675,97344,144,1484083367,13,89.59821196,11.0,756392.8050231
676,97488,144,1484132275,279,58.96937128,14.0,852505.96877929
677,97632,144,1484163242,2860,34.38460958,15.0,844321.47993086
678,97776,144,1484222358,25,92.56315068,15.0,978060.78021061
679,97920,144,1484264888,17,123.39360478,12.0,876521.74338958
680,98064,144,1484316431,174,83.14274903,17.0,834649.66227465
681,98208,144,1484350683,2171,42.04757975,17.0,744129.74012526
682,98352,144,1484393529,20,88.88722204,13.0,777355.58621158
683,98496,144,1484425144,112,93.09149401,18.0,797671.21758063
684,98640,144,1484473691,106,56.70323081,17.0,934939.03570302
685,98784,144,1484507324,2860,22.82938381,18.0,945838.63509555
686,98928,144,1484563486,215,59.0586944,12.0,1070548.29520593
687,99072,144,1484607228,21,84.22369649,7.0,980555.43714517
688,99216,144,1484651728,229,60.41994558,9.0,931943.52078807
689,99360,144,1484686858,2841,34.50701274,9.0,895129.6015006
690,99504,144,1484739650,31,92.61546636,18.0,965452.40421166
691,99648,144,1484775327,12,123.9518326,15.0,898430.57910843
692,99792,144,1484822799,181,83.26405059,12.0,945490.51844425
693,99936,144,1484862091,2062,42.59753248,12.0,922827.77792606
694,100080,144,1484912077,25,86.73331302,13.0,954273.50809769
695,100224,144,1484948994,143,87.94192513,8.0,898507.66988371
696,100368,144,1484996241,169,54.42501345,12.0,937593.94152013
697,100512,144,1485032766,2860,25.03752248,7.0,913837.7463384
698,100656,144,1485081639,58,65.58711451,8.0,976592.62223675
699,100800,144,1485116443,12,86.36571679,10.0,944909.53968639
700,100944,144,1485180685,352,56.7877991,2.0,1027534.55089194
701,101088,144,1485216976,2860,36.60496531,10.0,853904.95442712
702,101232,144,1485262206,11,100.10119182,3.0,835766.92564034
703,101376,144,1485292986,4,134.5847457,3.0,808014.22358619
704,101520,144,1485344904,7,90.25068375,8.0,925112.1377132
705,101664,144,1485382618,2860,32.60948248,4.0,891576.52921701
706,101808,144,1485432375,14,86.68986611,4.0,933283.5782574
707,101952,144,1485469149,4,112.99019659,14.0,885849.26759783
708,102096,144,1485515796,19,72.62154209,19.0,930124.7198277
709,102240,144,1485553027,2860,25.7790348,7.0,915392.10566147
710,102384,144,1485606639,14,68.51856264,4.0,974898.01034753
711,102528,144,1485641424,23,89.18147612,6.0,894410.17505955
712,102672,144,1485686458,1480,58.62105638,6.0,943870.43680932
713,102816,144,1485719483,0,95.7236228,8.0,948588.62858203
714,102960,144,1485771048,0,77.98970794,3.0,1078252.20389114
715,103104,144,1485805281,2860,31.01159695,5.0,1040091.08815133
716,103248,144,1485857937,0,82.10903291,7.0,1137258.66167974
717,103392,144,1485891246,0,106.35327283,9.0,1066122.03257433
718,103536,144,1485936419,132,67.90361483,4.0,1160237.94809454
719,103680,144,1485973360,2861,30.64933516,7.0,1181171.69188194
720,103824,144,1486024352,15,82.83344781,8.0,1285704.75608915
721,103968,144,1486059976,9,109.68849479,3.0,1225025.68227398
722,104112,144,1486105564,46,72.41072965,7.0,1307279.00467983
723,104256,144,1486142834,2860,28.11728698,5.0,1312293.78637022
724,104400,144,1486182130,16,75.61157984,12.0,1411896.77960182
725,104544,144,1486222626,0,99.88135349,2.0,1535435.7761144
726,104688,144,1486255294,179,64.87854975,5.0,1653718.89288303
727,104832,144,1486303870,2860,32.38229534,7.0,1963246.93558841
728,104976,144,1486355536,0,89.12961077,8.0,1996406.36194772
729,105120,144,1486404682,0,119.38483761,10.0,1832100.56947851
730,105264,144,1486462568,118,79.02117079,10.0,1645117.96510149
731,105408,144,1486495678,2850,35.84627397,7.0,1340976.5703769
732,105552,144,1486534483,75,98.50493252,6.0,1345523.89470721
733,105696,144,1486567758,0,137.79580711,7.0,1420165.34516832
734,105840,144,1486617726,4,95.09770421,7.0,1653569.66766027
735,105984,144,1486660705,2860,34.89559407,5.0,1640841.16905444
736,106128,144,1486708071,2,95.40621201,13.0,1638676.90648544
737,106272,144,1486743469,0,127.0116176,4.0,1562315.06559054
738,106416,144,1486791056,1,83.13261996,37.0,1672466.98867828
739,106560,144,1486831902,2860,28.6737692,14.0,1643146.20342529
740,106704,144,1486875544,77,78.10849494,10.0,1673816.41148522
741,106848,144,1486913884,0,108.49767109,19.0,1680616.87191331
742,106992,144,1486955778,118,74.02214632,20.0,1784613.21928203
743,107136,144,1486995551,2860,34.37657635,22.0,1867243.93938519
744,107280,144,1487044960,2,95.81071989,23.0,1990223.24374421
745,107424,144,1487092287,0,129.98051216,13.0,1911898.9541629
746,107568,144,1487135882,255,87.00150676,14.0,1789749.2232338
747,107712,144,1487180998,2880,50.65100498,7.0,1723073.38581196
748,107856,144,1487229448,0,145.93231664,4.0,1654378.2932514
749,108000,144,1487266027,0,204.43374097,10.0,1529672.37528138
750,108144,144,1487305410,48,142.22418837,6.0,1586581.81369012
751,108288,144,1487351314,1870,58.45261602,7.0,1691658.06431562
752,108432,144,1487385347,5,111.97663633,1.0,1691254.7347048
753,108576,144,1487430125,68,104.84997627,11.0,1891740.73749845
754,108720,144,1487475779,1461,54.50726334,14.0,1959796.5341295
755,108864,144,1487517649,1,84.84440912,4.0,1938399.08211658
756,109008,144,1487572890,687,64.72941111,16.0,1957730.71427681
757,109152,144,1487610139,559,62.36159473,91.0,1725745.43379275
758,109296,144,1487650726,616,59.72344656,3.0,1728624.15425154
759,109440,144,1487691338,616,58.46882073,12.0,1784065.92160133
760,109584,144,1487725596,596,57.76582469,10.0,1869094.51858904
761,109728,144,1487780228,622,56.35761718,7.0,2139144.98112796
762,109872,144,1487831375,623,55.23073545,13.0,2000707.57608456
763,110016,144,1487871616,891,54.02164697,8.0,1775919.501868
764,110160,144,1487919364,381,63.86681747,3.0,1725802.3182837
765,110304,144,1487949186,738,56.34131087,2.0,1617194.33568964
766,110448,144,1487988477,640,56.76051583,5.0,1840355.8716917
767,110592,144,1488037369,425,57.01991449,4.0,2058269.90430264
768,110736,144,1488093459,1940,46.6148269,6.0,2031969.90297506
769,110880,144,1488131369,8,87.2470594,16.0,1758274.64484125
770,111024,144,1488172425,199,81.31015268,18.0,1729559.56281815
771,111168,144,1488213798,1033,50.01650073,2.0,1758600.87100334
772,111312,144,1488248397,637,55.80549049,0.0,1811875.29651779
773,111456,144,1488298959,661,57.65672776,4.0,2045583.23220409
774,111600,144,1488352944,641,58.41445491,4.0,1989708.21196871
775,111744,144,1488390058,375,57.42156864,10.0,1747093.48791091
776,111888,144,1488435649,1287,43.94140579,13.0,1748852.54465202
777,112032,144,1488480661,427,58.10077377,5.0,1702592.14955008
778,112176,144,1488519475,943,56.17550716,8.0,1645721.25521447
779,112320,144,1488565673,317,66.04358532,0.0,1702739.80644892
780,112464,144,1488610595,1636,54.35854427,12.0,1672706.16152073
781,112608,144,1488643383,0,86.80176384,10.0,1625709.32057009
782,112752,144,1488688287,352,69.31206531,9.0,1818579.28606163
783,112896,144,1488728620,2064,45.5091418,6.0,1881237.41440287
784,113040,144,1488778460,4,85.17983926,7.0,1979908.82933628
785,113184,144,1488826300,313,78.28305987,6.0,1882161.6639106
786,113328,144,1488867497,1643,53.76084866,11.0,1743273.58117161
787,113472,144,1488914690,0,85.48146356,4.0,1714721.48793919
788,113616,144,1488948326,671,66.91168937,5.0,1626036.29880165
789,113760,144,1488985138,757,59.4625774,13.0,1774034.03928225
790,113904,144,1489027256,541,60.60674755,6.0,2006026.04390472
791,114048,144,1489079568,959,54.23723394,2.0,2157822.75853271
792,114192,144,1489127066,374,62.38606523,11.0,2016112.19604147
793,114336,144,1489163458,907,52.28476426,1.0,1858356.64483503
794,114480,144,1489208547,633,56.5792821,7.0,1928461.29389046
795,114624,144,1489249941,531,56.27729298,10.0,1921377.5451338
796,114768,144,1489292819,1416,49.38069097,2.0,1958710.73752619
797,114912,144,1489328328,90,71.61548907,0.0,1985027.55140875
798,115056,144,1489370423,863,56.0080761,3.0,2194964.13689294
799,115200,144,1489414427,639,56.81781944,2.0,2336591.57922028
800,115344,144,1489464534,718,55.40447637,1.0,2386714.33003454
801,115488,144,1489503210,692,55.18261315,8.0,2231738.22787585
802,115632,144,1489550999,618,54.22033075,3.0,2271815.0028514
803,115776,144,1489594446,1227,50.22374937,7.0,2175459.92655439
804,115920,144,1489634385,254,66.1495815,3.0,2122388.4569324
805,116064,144,1489674529,799,55.09148365,3.0,2177346.87320039
806,116208,144,1489709404,730,53.78498826,8.0,2287107.37402649
807,116352,144,1489761961,1294,54.33211342,6.0,2600022.34814214
808,116496,144,1489802935,29,77.25894207,2.0,2480647.36413908
809,116640,144,1489842478,931,56.08026033,10.0,2484880.12981554
810,116784,144,1489896888,654,57.29517801,16.0,2597013.12698851
811,116928,144,1489940649,961,56.50106206,9.0,2343544.19410051
812,117072,144,1489982966,158,66.13712805,2.0,2209702.33805489
813,117216,144,1490020256,2177,45.77025885,6.0,2166236.20963039
814,117360,144,1490054340,7,86.54739585,11.0,2300520.89008292
815,117504,144,1490098897,146,82.13822228,1.0,2658623.09654269
816,117648,144,1490138795,2443,47.41025938,16.0,2803396.34666918
817,117792,144,1490190580,52,99.33280417,6.0,2995205.06302355
818,117936,144,1490235281,3,106.43072305,2.0,2806222.5962849
819,118080,144,1490279828,1255,56.94921086,4.0,2669940.5071818
820,118224,144,1490318884,172,70.11986007,6.0,2564509.19696316
821,118368,144,1490356570,1848,51.89507792,3.0,2636779.47009957
822,118512,144,1490395403,13,90.20642873,8.0,2858369.90407063
823,118656,144,1490445375,270,78.88637263,4.0,3138678.72442586
824,118800,144,1490487959,2004,50.15650477,4.0,3036280.47840627
825,118944,144,1490531648,15,92.16554487,9.0,3007017.36546303
826,119088,144,1490556643,69,84.06487768,14.0,2975693.25062518
827,119232,144,1490597486,2588,42.46055334,7.0,3745103.07362168
828,119376,144,1490646979,14,94.33990044,8.0,4304738.76068359
829,119520,144,1490695350,5,103.91977274,7.0,4271276.26316934
830,119664,144,1490741260,1097,56.99289882,8.0,4015246.14015995
831,119808,144,1490791633,43,64.86642122,7.0,3776399.19958509
832,119952,144,1490835930,2860,38.82285591,8.0,3387991.90994894
833,120096,144,1490875194,1,95.20029724,6.0,3166291.8662635
834,120240,144,1490915599,10,115.76303146,6.0,3200047.87887784
835,120384,144,1490957926,132,70.68649541,3.0,3325152.27290873
836,120528,144,1490999015,2860,30.3696718,9.0,3424172.21708014
837,120672,144,1491038182,79,75.19192087,3.0,3562732.41489258
838,120816,144,1491078719,6,94.86167068,2.0,3815001.40720256
839,120960,144,1491122185,826,59.35329083,13.0,4075357.77902154
840,121104,144,1491164419,598,58.98322545,9.0,4196497.17965061
841,121248,144,1491214173,815,57.58909926,9.0,4306812.78911991
842,121392,144,1491256290,72,65.06917124,8.0,4051376.07617139
843,121536,144,1491296684,2860,39.91087823,3.0,3975883.68654196
844,121680,144,1491339887,1,100.61044093,13.0,4069414.84745637
845,121824,144,1491385067,7,125.48459635,4.0,4116586.04644894
846,121968,144,1491420479,375,78.32463991,12.0,4047036.57831485
847,122112,144,1491466749,2860,49.77798602,10.0,4406351.47003306
848,122256,144,1491511751,4,131.02183661,13.0,4429571.10334909
849,122400,144,1491564307,2,167.67392382,5.0,4350248.47596175
850,122544,144,1491599496,3,107.06125772,10.0,3893174.78669764
851,122688,144,1491641471,2860,36.61971986,5.0,4030288.15342659
852,122832,144,1491684475,44,93.36458009,5.0,4160041.65948414
853,122976,144,1491721197,2,118.8728814,9.0,4235701.21720639
854,123120,144,1491755005,138,74.38283979,3.0,4623669.98137066
855,123264,144,1491798984,2860,33.12879327,6.0,5443825.35393695
856,123408,144,1491849304,69,86.3928621,10.0,5830482.24629727
857,123552,144,1491904840,3,114.65067188,8.0,5556821.10217119
858,123696,144,1491942358,142,75.0452065,8.0,4759985.84578353
859,123840,144,1491979375,2860,34.97808504,2.0,4676114.70488666
860,123984,144,1492016714,18,92.60585513,6.0,4988362.02457216
861,124128,144,1492061117,17,120.46205121,13.0,5537287.34883815
862,124272,144,1492106764,62,78.81476515,8.0,5741967.21689541
863,124416,144,1492154407,2860,31.39342434,9.0,5682320.12651555
864,124560,144,1492198465,283,82.76583562,4.0,5377554.78117969
865,124704,144,1492240975,2,125.5883979,6.0,5179358.07955381
866,124848,144,1492278822,113,93.77610566,5.0,5122268.11348707
867,124992,144,1492328606,2860,46.12895133,6.0,5428344.28828864
868,125136,144,1492374526,2,125.74764782,8.0,5179675.27622709
869,125280,144,1492416198,0,167.48791954,16.0,4907385.66367179
870,125424,144,1492453912,7,110.19632138,14.0,4858529.09192141
871,125568,144,1492497444,2860,38.91708017,3.0,5160227.57935148
872,125712,144,1492535490,125,104.64008627,9.0,5294662.21659339
873,125856,144,1492582548,9,147.68606468,8.0,5707599.52947772
874,126000,144,1492627940,65,103.35210489,8.0,5659622.43557935
875,126144,144,1492670605,2860,44.01695608,3.0,5496869.59714431
876,126288,144,1492706203,12,120.41651109,6.0,5449950.68284559
877,126432,144,1492750614,58,161.57773757,5.0,5947652.0353561
878,126576,144,1492793246,47,114.54965242,14.0,6117889.41875605
879,126720,144,1492830311,2860,47.55421257,3.0,6245852.27203527
880,126864,144,1492879289,3,130.82188188,12.0,6798209.70710987
881,127008,144,1492925367,1,175.588235,13.0,6624340.87987565
882,127152,144,1493033532,46,115.94085419,17.0,6330396.12263581
883,127296,144,1493067463,2860,45.0300102,5.0,3566164.41914548
884,127440,144,1493086455,10,123.60648663,11.0,2785449.34881741
