,date,AdrActCnt,BlkCnt,BlkSizeByte,BlkSizeMeanByte,CapMVRVCur,CapMrktCurUSD,CapRealUSD,DiffMean,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,IssContNtv,IssContPctAnn,IssContUSD,IssTotNtv,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d,blk,PriceRealised,btc_blk_est,DailyIssuedNtv,DailyIssuedUSD,inf_pct_ann,S2F,age,notes,blk_reward,Sply_ideal,PoWSply_ideal,inflation_ideal,S2F_ideal,CapAvg,PriceAvg,CapDelta,PriceDelta,CapTop,PriceTop,CapS2Fmodel,PriceS2Fmodel,CapPlanBmodel,PricePlanBmodel,CapInflow,PriceInflow,CapFee,PriceFee,MinerIncome,FeesPct,MinerCap,PriceUSD_128DMA,PriceUSD_200DMA
0,2009-01-03 00:00:00+00:00,0.0,0.0,0.0,,,,0.0,,,,,,0.0,,,,,,,,,1.0,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,,0.0,0.0,,,,0.0,,50.0,0.0,0.0,inf,1e-08,0.0001,inf,-0.0001,-inf,0.0035,inf,,,,,,,,,,,,,
1,2009-01-04 00:00:00+00:00,0.0,0.0,0.0,,,,0.0,,,,,,0.0,,,,,,,,,1.0,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,,0.0,0.0,,,,1.0,,50.0,0.0,0.0,inf,1e-08,0.0001,inf,-0.0001,-inf,0.0035,inf,,,,,,,,,,,,,
2,2009-01-05 00:00:00+00:00,0.0,0.0,0.0,,,,0.0,,,,,,0.0,,,,,,,,,1.0,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,,0.0,0.0,,,,2.0,,50.0,0.0,0.0,inf,1e-08,0.0001,inf,-0.0001,-inf,0.0035,inf,,,,,,,,,,,,,
3,2009-01-06 00:00:00+00:00,0.0,0.0,0.0,,,,0.0,,,,,,0.0,,,,,,,,,1.0,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,,0.0,0.0,,,,3.0,,50.0,0.0,0.0,inf,1e-08,0.0001,inf,-0.0001,-inf,0.0035,inf,,,,,,,,,,,,,
4,2009-01-07 00:00:00+00:00,0.0,0.0,0.0,,,,0.0,,,,,,0.0,,,,,,,,,1.0,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,,0.0,0.0,,,,4.0,,50.0,0.0,0.0,inf,1e-08,0.0001,inf,-0.0001,-inf,0.0035,inf,,,,,,,,,,,,,
5,2009-01-08 00:00:00+00:00,0.0,0.0,0.0,,,,0.0,,,,,,0.0,,,,,,,,,1.0,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,,0.0,0.0,,,,5.0,,50.0,0.0,0.0,inf,1e-08,0.0001,inf,-0.0001,-inf,0.0035,inf,,,,,,,,,,,,,
6,2009-01-09 00:00:00+00:00,19.0,19.0,4085.0,215.0,,,0.0,1.0,,,,,0.0,,950.0,36500.0,,950.0,,,,1.0,,,,950.0,0.0,0.0,0.0,,,,,,0.0,,,,,19.0,0.0,0.0,950.0,,365.0,0.0027397260273972603,6.0,,50.0,950.0,950.0,2766.315789473684,0.0003614916286149163,0.00010000000000000002,1.0526315789473686e-07,-0.00010000000000000002,-1.0526315789473686e-07,0.0035000000000000005,3.68421052631579e-06,0.0014784462447147006,1.5562592049628427e-06,0.006997199642001852,7.36547330737037e-06,,,,,,,,,
7,2009-01-10 00:00:00+00:00,61.0,61.0,13129.0,215.229508196721,,3.0557677616501158,0.0,1.0,,,,,0.0,,3050.0,27831.25,,3050.0,,,,1.0,0.000763941940412529,,,4000.0,0.0,0.0,0.0,,,,,,0.0,,,,,80.0,0.0,144.0,3050.0,,278.3125,0.003593083314619358,7.0,PriceUSD and CapMrktCurUSD from Plan B data (@100TrillionUSD),50.0,4000.0,4000.0,657.0,0.0015220700152207,0.3820584702062645,9.551461755156613e-05,-0.3820584702062645,-9.551461755156613e-05,13.372046457219257,0.0033430116143048144,0.00378060127083037,9.451503177075925e-07,0.01721209760405573,4.303024401013933e-06,,,,,,,,,
8,2009-01-11 00:00:00+00:00,95.0,93.0,20308.0,218.365591397849,,17.3,0.0,1.0,0.0,,0.0,,0.0,,4650.0,19621.387283237,,4650.0,,865.0,,1.0,0.002,,,8650.0,1.0,1.0,10.0,,10.0,,10.0,,10.0,,,,,173.0,0.0,288.0,4650.0,,196.21387283236993,0.005096479599351893,8.0,PriceUSD and CapMrktCurUSD from Plan B data (@100TrillionUSD),50.0,8650.0,8650.0,303.8150289017341,0.0032914764079147642,2.2618297512944574,0.0002614832082421338,-2.2618297512944574,-0.0002614832082421338,79.164041295306,0.009151912288474683,0.012682144846904709,1.4661439129369606e-06,0.05492245470800962,6.349416729249667e-06,,,,,,,,,
9,2009-01-12 00:00:00+00:00,101.0,94.0,21758.0,231.468085106383,,26.7,0.0,1.0,0.0,,0.0,,0.0,,4700.0,12850.1872659176,,4700.0,,556.25,,1.0,0.002,,,13350.0,6.0,6.0,24.0,,4.0,,1.0,,24.0,,,,,267.0,0.0,432.0,4700.0,,128.50187265917603,0.007781987758670942,9.0,PriceUSD and CapMrktCurUSD from Plan B data (@100TrillionUSD),50.0,13350.0,13350.0,196.85393258426967,0.005079908675799086,4.705646776165011,0.0003524829045816488,-4.705646776165011,-0.0003524829045816488,164.6976371657754,0.012336901660357709,0.05491452252543237,4.1134473801822e-06,0.22384563119650652,1.676746301097427e-05,,,,,,,,,
10,2009-01-13 00:00:00+00:00,123.0,123.0,26530.0,215.691056910569,,,0.0,1.0,,,,,0.0,,6150.0,11511.5384615385,,6150.0,,,,1.0,,,,19500.0,0.0,0.0,0.0,,,,,,0.0,,,,,390.0,0.0,576.0,6150.0,,115.11538461538461,0.008686936184430338,10.0,,50.0,19500.0,19500.0,134.76923076923077,0.007420091324200913,4.277869796513647,0.00021937793828275112,-4.277869796513647,-0.00021937793828275112,149.72544287797766,0.00767822783989629,0.08037413316671059,4.121750418805671e-06,0.3225100534468725,1.6538977099839617e-05,,,,,,,,,
11,2009-01-14 00:00:00+00:00,133.0,129.0,28276.0,219.193798449612,,,0.0,1.0,0.0,,0.0,,0.0,,6450.0,9072.25433526012,,6450.0,,425.40983607,,1.0,,,,25950.0,1.0,1.0,61.0,,61.0,,61.0,,61.0,,,,,519.0,0.0,720.0,6450.0,,90.72254335260115,0.011022618668365722,11.0,,50.0,25950.0,25950.0,101.27167630057804,0.009874429223744293,3.9213889801375097,0.0001511132554966285,-3.9213889801375097,-0.0001511132554966285,137.24861430481283,0.005288963942381998,0.1833205484246817,7.0643756618374456e-06,0.7109580064641605,2.739722568262661e-05,,,,,,,,,
12,2009-01-15 00:00:00+00:00,140.0,126.0,30060.0,238.571428571429,,,0.0,1.0,0.0,,0.0,,0.0,,6300.0,7130.23255813953,,6300.0,,91.88034188,,1.0,,,,32250.0,8.0,7.0,351.0,,50.4285714285714,,25.0,,353.0,,,,,645.0,0.0,864.0,6300.0,,71.30232558139535,0.014024787997390736,12.0,,50.0,32250.0,32250.0,81.48837209302326,0.012271689497716894,3.6197513662807785,0.00011224035244281484,-3.6197513662807785,-0.00011224035244281484,126.69129781982726,0.00392841233549852,0.42212215512199397,1.3089059073550201e-05,1.5816343230362688,4.904292474531066e-05,,,,,,,,,
13,2009-01-16 00:00:00+00:00,114.0,108.0,23854.0,220.87037037037,,,0.0,1.0,0.0,,0.0,,0.0,,5400.0,5235.05976095618,,5400.0,,188.25,,1.0,,,,37650.0,2.0,2.0,200.0,,100.0,,100.0,,200.0,,,,,753.0,0.0,1008.0,5400.0,,52.35059760956175,0.01910197869101979,13.0,,50.0,37650.0,37650.0,69.800796812749,0.014326484018264841,3.3612048401178662,8.927502895399379e-05,-3.3612048401178662,-8.927502895399379e-05,117.64216940412531,0.0031246260133897825,1.2304269018569096,3.268066140390198e-05,4.410915796440935,0.00011715579804623997,,,,,,,,,
14,2009-01-17 00:00:00+00:00,109.0,109.0,23529.0,215.862385321101,,,0.0,1.0,,,,,0.0,,5450.0,4615.42923433875,,5450.0,,,,1.0,,,,43100.0,0.0,0.0,0.0,,,,,,0.0,,,,,862.0,0.0,1152.0,5450.0,,46.15429234338747,0.02166645720749026,14.0,,50.0,43100.0,43100.0,60.97447795823666,0.016400304414003045,3.1371311841100087,7.278726645266842e-05,-3.1371311841100087,-7.278726645266842e-05,109.7995914438503,0.0025475543258433944,1.9032360169555507,4.415860828203134e-05,6.700995055345765,0.00015547552332588783,,,,,,,,,
15,2009-01-18 00:00:00+00:00,111.0,107.0,23534.0,219.943925233645,,,0.0,1.0,0.0,,0.0,,0.0,,5350.0,4030.44375644995,,5350.0,,323.0,,1.0,,,,48450.0,1.0,1.0,150.0,,150.0,,150.0,,150.0,,,,,969.0,0.0,1296.0,5350.0,,40.30443756449949,0.02481116374343874,15.0,,50.0,48450.0,48450.0,54.241486068111456,0.01843607305936073,2.941066735103133,6.070313178747437e-05,-2.941066735103133,-6.070313178747437e-05,102.93733572860967,0.002124609612561603,3.042973290880014,6.280646627203331e-05,10.50811629973759,0.00021688578534030114,,,,,,,,,
16,2009-01-19 00:00:00+00:00,133.0,115.0,26782.0,232.886956521739,,,0.0,1.0,0.0,,0.0,,0.0,,5750.0,3872.23247232472,,5750.0,,69.93548387,,1.0,,,,54200.0,2.0,2.0,775.0,,387.5,,387.5,,775.0,,,,,1084.0,0.0,1440.0,5750.0,,38.72232472324723,0.025824895771292437,16.0,,50.0,54200.0,54200.0,48.48708487084871,0.020624048706240485,2.7680686918617727,5.1071378078630496e-05,-2.7680686918617727,-5.1071378078630496e-05,96.88240421516204,0.0017874982327520672,3.4955668066093253,6.449385252046726e-05,12.002078410635603,0.0002214405610818377,,,,,,,,,
17,2009-01-20 00:00:00+00:00,123.0,114.0,25620.0,224.736842105263,,,0.0,1.0,0.0,,0.0,,0.0,,5700.0,3473.28881469115,,5700.0,,149.75,,1.0,,,,59900.0,1.0,1.0,400.0,,400.0,,400.0,,400.0,,,,,1198.0,0.0,1584.0,5700.0,,34.73288814691152,0.028791155972122087,17.0,,50.0,59900.0,59900.0,43.87312186978297,0.022792998477929986,2.6142926534250077,4.364428469824721e-05,-2.6142926534250077,-4.364428469824721e-05,91.50024286987527,0.0015275499644386522,5.093578565012038,8.503470058450814e-05,17.218958560208385,0.0002874617455794388,,,,,,,,,
18,2009-01-21 00:00:00+00:00,116.0,102.0,23518.0,230.56862745098,,,0.0,1.0,0.0,,0.0,,0.0,,5100.0,2863.84615384615,,5100.0,,108.33333333,,1.0,,,,65000.0,2.0,2.0,600.0,,300.0,,300.0,,600.0,,,,,1300.0,0.0,1728.0,5100.0,,28.638461538461538,0.034918076819769,18.0,,50.0,65000.0,65000.0,40.43076923076923,0.02473363774733638,2.476703566402639,3.810313179080983e-05,-2.476703566402639,-3.810313179080983e-05,86.68462482409237,0.0013336096126783442,9.934769143776109,0.00015284260221194013,32.6704537871289,0.0005026223659558292,,,,,,,,,
19,2009-01-22 00:00:00+00:00,95.0,91.0,20061.0,220.450549450549,,,0.0,1.0,0.0,,0.0,,0.0,,4550.0,2387.85046728972,,4550.0,,463.66666667,,1.0,,,,69550.0,1.0,1.0,150.0,,150.0,,150.0,,150.0,,,,,1391.0,0.0,1872.0,4550.0,,23.878504672897197,0.04187866927592955,19.0,,50.0,69550.0,69550.0,37.785765636232924,0.026464992389649927,2.3528733880825072,3.382995525639838e-05,-2.3528733880825072,-3.382995525639838e-05,82.35056858288775,0.0011840484339739432,18.642477660015967,0.0002680442510426451,59.73214942864642,0.0008588375187440176,,,,,,,,,
20,2009-01-23 00:00:00+00:00,91.0,84.0,18830.0,224.166666666667,,,0.0,1.0,0.0,,0.0,,0.0,,4200.0,2078.64406779661,,4200.0,,245.83333333,,1.0,,,,73750.0,1.0,1.0,300.0,,300.0,,300.0,,300.0,,,,,1475.0,0.0,2016.0,4200.0,,20.7864406779661,0.04810828440965427,20.0,,50.0,73750.0,73750.0,35.63389830508475,0.028063165905631657,2.2408365600785785,3.0384224543438353e-05,-2.2408365600785785,-3.0384224543438353e-05,78.42927960275024,0.0010634478590203422,30.133191825247188,0.0004085856518677585,94.65293107447823,0.0012834295738912303,,,,,,,,,
21,2009-01-24 00:00:00+00:00,212.0,201.0,44633.0,222.054726368159,,,0.0,1.0,0.0,,0.0,,0.0,,10050.0,4377.38663484487,,10050.0,,167.6,,1.0,,,,83800.0,1.0,1.0,500.0,,500.0,,500.0,,500.0,,,,,1676.0,0.0,2160.0,10050.0,,43.773866348448685,0.02284468070605875,21.0,,50.0,83800.0,83800.0,31.360381861575178,0.03188736681887367,2.138984898256825,2.5524879454138723e-05,-2.138984898256825,-2.5524879454138723e-05,74.86447143898889,0.0008933707808948554,2.286243721958659,2.7282144653444615e-05,7.988760221118882,9.533126755511793e-05,,,,,,,,,
22,2009-01-25 00:00:00+00:00,193.0,191.0,41447.0,217.0,,,0.0,1.0,0.0,,0.0,,0.0,,9550.0,3734.06534547402,,9550.0,,1867.0,,1.0,,,,93350.0,1.0,1.0,50.0,,50.0,,50.0,,50.0,,,,,1867.0,0.0,2304.0,9550.0,,37.34065345474023,0.02678046331492505,22.0,,50.0,93350.0,93350.0,28.15211569362614,0.035521308980213086,2.0459899026804416,2.191740656326129e-05,-2.0459899026804416,-2.191740656326129e-05,71.60964659381546,0.0007671092297141453,3.964200434335169,4.246599286915018e-05,13.540576979845808,0.00014505170840756087,,,,,,,,,
23,2009-01-26 00:00:00+00:00,117.0,96.0,23036.0,239.958333333333,,,0.0,1.0,0.0,,0.0,,0.0,,4800.0,1785.02292409577,,4800.0,,98.15,,1.0,,,,98150.0,1.0,1.0,1000.0,,1000.0,,1000.0,,1000.0,,,,,1963.0,0.0,2448.0,4800.0,,17.850229240957717,0.0560216894977169,23.0,,50.0,98150.0,98150.0,26.77534386143658,0.03734779299847793,1.9607444900687565,1.9977019766365325e-05,-1.9607444900687565,-1.9977019766365325e-05,68.62605715240647,0.0006991956918227863,51.056173031580215,0.0005201851556961815,156.91926586887888,0.0015987699018734476,,,,,,,,,
24,2009-01-27 00:00:00+00:00,101.0,97.0,21370.0,220.309278350515,,,0.0,1.0,0.0,,0.0,,0.0,,4850.0,1718.68932038835,,4850.0,,686.66666667,,1.0,,,,103000.0,1.0,1.0,150.0,,150.0,,150.0,,150.0,,,,,2060.0,0.0,2592.0,4850.0,,17.186893203883496,0.05818387233441604,24.0,,50.0,103000.0,103000.0,25.514563106796118,0.03919330289193303,1.8823187104660064,1.827493893656317e-05,-1.8823187104660064,-1.827493893656317e-05,65.88115486631023,0.0006396228627797109,58.20971812532519,0.0005651428944206329,177.9388646453978,0.0017275617926737652,,,,,,,,,
25,2009-01-28 00:00:00+00:00,112.0,112.0,24152.0,215.642857142857,,,0.0,1.0,,,,,0.0,,5600.0,1882.13627992634,,5600.0,,,,1.0,,,,108600.0,0.0,0.0,0.0,,,,,,0.0,,,,,2172.0,0.0,2736.0,5600.0,,18.82136279926335,0.05313111545988258,25.0,,50.0,108600.0,108600.0,24.19889502762431,0.04132420091324201,1.809925683140391,1.6665982349359034e-05,-1.809925683140391,-1.6665982349359034e-05,63.347398909913686,0.0005833093822275662,42.4994666544832,0.00039133947195656724,131.6141914805575,0.0012119170486239181,,,,,,,,,
